targets	tree	gene	Rho	N	P	p.adj	direction
rat	extsub	HOG17720	0.07443018893102124	61	0.48368427081617243	0.7731158752451754	up
rat	extsub	HOG17735	-0.07797448364202225	61	0.4631065561080204	0.7659157119021934	down
rat	extsub	HOG17746	NA	NA	NA	NA	NA
rat	extsub	HOG17753	-0.02481006297700708	61	0.8154018422869038	0.9304442969459934	down
rat	extsub	HOG17754	-0.0783374886463108	59	0.46871658244620706	0.7683323178576277	down
rat	extsub	HOG17757	0.09238023274506256	53	0.41892344094638306	0.7411888254875152	up
rat	extsub	HOG17760	NA	NA	NA	NA	NA
rat	extsub	HOG17765	NA	NA	NA	NA	NA
rat	extsub	HOG17766	-0.02481006297700708	61	0.8154018422869038	0.9304442969459934	down
rat	extsub	HOG17797	0.0921516624860263	61	0.38586062235791413	0.7154609805555191	up
rat	extsub	HOG1779	NA	NA	NA	NA	NA
rat	extsub	HOG17801	-0.11341743075203237	61	0.28585455657492786	0.6510391335116321	down
rat	extsub	HOG17814	-0.02835435768800809	61	0.7896116519230303	0.9160937375370024	down
rat	extsub	HOG17815	-0.3176738258946829	47	0.009023438818080329	0.3803327041048376	down
rat	extsub	HOG1781	NA	NA	NA	NA	NA
rat	extsub	HOG17824	-0.004155319955593142	55	0.9704351993797329	0.9840838200090729	down
rat	extsub	HOG17838	-0.2831969301619155	57	0.010080079357191272	0.3803327041048376	down
rat	extsub	HOG17839	0.04667600280093366	51	0.6889205558044607	0.8781062813315873	up
rat	extsub	HOG1783	NA	NA	NA	NA	NA
rat	extsub	HOG17843	0.014921426408821102	59	0.8902300549434975	0.9631670013060203	up
rat	extsub	HOG1786	NA	NA	NA	NA	NA
rat	extsub	HOG17898	-0.08151877835302326	61	0.4430262545390005	0.7508278465399496	down
rat	extsub	HOG17903	0.25514540472445846	53	0.025587148455078035	0.3803327041048376	up
rat	extsub	HOG17915	0.024931919733558853	55	0.8240221313018803	0.9358463397156345	up
rat	extsub	HOG1791	NA	NA	NA	NA	NA
rat	extsub	HOG17927	0.25873351390307386	61	0.014904704507998658	0.3803327041048376	up
rat	extsub	HOG17937	0.06714641883969497	59	0.5345608020345052	0.8063477118316734	up
rat	extsub	HOG17946	-0.19589885930172113	47	0.10735020386091741	0.48024705014331304	down
rat	extsub	HOG17957	NA	NA	NA	NA	NA
rat	extsub	HOG1796	-0.10987313604103136	61	0.301179227886229	0.658097851920649	down
rat	extsub	HOG17976	0.06950480468569159	49	0.5593277219593561	0.8208987268682602	up
rat	extsub	HOG1799	0.035442947110010115	61	0.7387427965353055	0.8948310914554274	up
rat	extsub	HOG18014	0.08151877835302326	61	0.4430262545390005	0.7508278465399496	up
rat	extsub	HOG18015	0.26227780861407485	61	0.013585582833745322	0.3803327041048376	up
rat	extsub	HOG18024	0.24620353574554818	59	0.0227733095012448	0.3803327041048376	up
rat	extsub	HOG18026	NA	NA	NA	NA	NA
rat	extsub	HOG18035	0.10589127529822763	47	0.384088249473852	0.7154609805555191	up
rat	extsub	HOG18038	-0.07088589422002023	61	0.5047482788338378	0.7885295295505503	down
rat	extsub	HOG1803	0.216360682927906	59	0.04537190506583871	0.3959557360347956	up
rat	extsub	HOG18040	0.044681660155087455	49	0.7074180726307056	0.888577304702813	up
rat	extsub	HOG18060	-0.0037303566022052754	59	0.9724758284664149	0.9840838200090729	down
rat	extsub	HOG18064	-0.1380231942815952	59	0.2017359836292292	0.5847795507665499	down
rat	extsub	HOG18071	-0.0747839979364792	53	0.5128990254930563	0.7944244354869285	down
rat	extsub	HOG18072	0.08726171906745599	55	0.4363852310510106	0.7508278465399496	up
rat	extsub	HOG18082	0.10278454661902933	61	0.3334419871695805	0.6872103256488973	up
rat	extsub	HOG18088	-0.20846440692474333	57	0.05821631923386481	0.41225201758473723	down
rat	extsub	HOG18099	0.04962012595401416	61	0.6405527209708475	0.8587570459279914	up
rat	extsub	HOG18106	-0.216360682927906	59	0.04537190506583871	0.3959557360347956	down
rat	extsub	HOG18108	NA	NA	NA	NA	NA
rat	extsub	HOG1811	0.08151877835302326	61	0.4430262545390005	0.7508278465399496	up
rat	extsub	HOG18129	-0.0921516624860263	61	0.38586062235791413	0.7154609805555191	down
rat	extsub	HOG18137	0.2774745820049294	45	0.025775524862345207	0.3803327041048376	up
rat	extsub	HOG1813	NA	NA	NA	NA	NA
rat	extsub	HOG18146	-0.10059671153331624	47	0.4083113918554043	0.7314139766118242	down
rat	extsub	HOG18151	-0.09698927165733717	59	0.36967344097055216	0.706002915527645	down
rat	extsub	HOG18157	-0.05670871537601618	61	0.5935976334169444	0.8354824213304743	down
rat	extsub	HOG1815	0.14159846508095775	57	0.19825639744335724	0.5847795507665499	up
rat	extsub	HOG18164	-0.07064043924508343	55	0.5286540734219738	0.8025838131874707	down
rat	extsub	HOG1816	-0.3012578671520603	35	0.03389485352468922	0.3803327041048376	down
rat	extsub	HOG18170	0.0921516624860263	61	0.38586062235791413	0.7154609805555191	up
rat	extsub	HOG1818	NA	NA	NA	NA	NA
rat	extsub	HOG18199	-0.04607583124301315	61	0.6645976189673743	0.868805119506228	down
rat	extsub	HOG18222	-0.12757270236222923	53	0.264332032288319	0.6427060430937386	down
rat	extsub	HOG18227	NA	NA	NA	NA	NA
rat	extsub	HOG18232	-0.06734159950901922	61	0.5262861036200477	0.7999448026309028	down
rat	extsub	HOG1823	0.12143534814378325	31	0.42267807417063546	0.7411888254875152	up
rat	extsub	HOG1825	NA	NA	NA	NA	NA
rat	extsub	HOG18278	-0.038987241821011126	61	0.7137155869952381	0.888577304702813	down
rat	extsub	HOG18287	-0.2481006297700708	61	0.019562720777220897	0.3803327041048376	down
rat	extsub	HOG18290	-0.1099764675536459	53	0.3359238131517358	0.6872103256488973	down
rat	extsub	HOG1829	-0.030693950367742057	37	0.8238733368661946	0.9358463397156345	down
rat	extsub	HOG18302	0.04607583124301315	61	0.6645976189673743	0.868805119506228	up
rat	extsub	HOG18307	0.014177178844004046	61	0.8938711386490852	0.9631670013060203	up
rat	extsub	HOG1830	0.010589127529822762	47	0.9306406489398111	0.9771218762756226	up
rat	extsub	HOG18311	-0.0318986523990091	61	0.7640499234950986	0.9054561779926988	down
rat	extsub	HOG1831	NA	NA	NA	NA	NA
rat	extsub	HOG18336	0.05670871537601618	61	0.5935976334169444	0.8354824213304743	up
rat	extsub	HOG18344	-0.3747010270857358	39	0.005216597949762756	0.3803327041048376	down
rat	extsub	HOG18353	0.017721473555005057	61	0.8675594153624533	0.9520969948829135	up
rat	extsub	HOG18356	0.07443018893102124	61	0.48368427081617243	0.7731158752451754	up
rat	extsub	HOG18361	-0.2331501112137293	53	0.04135321908975273	0.3937567617550795	down
rat	extsub	HOG18383	0.16040533389482686	59	0.13790419883579172	0.51885053228074	up
rat	extsub	HOG18386	0.007088589422002023	61	0.9468175611581324	0.9771218762756226	up
rat	extsub	HOG18389	0.018670401120373464	51	0.8727801237939118	0.9568345437243576	up
rat	extsub	HOG1838	-0.15733162786773083	57	0.15286534855446365	0.5346920121244235	down
rat	extsub	HOG18394	0.20556909323805866	61	0.05306294636546537	0.40603820593648976	up
rat	extsub	HOG1839	0.0037303566022052754	59	0.9724758284664149	0.9840838200090729	up
rat	extsub	HOG1840	-0.3145213983734988	27	0.053756704975859326	0.40650308334126006	down
rat	extsub	HOG18417	-0.0035442947110010115	61	0.9733939926191759	0.9840838200090729	down
rat	extsub	HOG1841	NA	NA	NA	NA	NA
rat	extsub	HOG18421	-0.308353639857088	61	0.0037124750407570104	0.3803327041048376	down
rat	extsub	HOG18427	0.10268720616205407	51	0.37847759324467883	0.7154609805555191	up
rat	extsub	HOG1843	NA	NA	NA	NA	NA
rat	extsub	HOG18444	-0.15949326199504552	61	0.13339849493400785	0.5067866266870921	down
rat	extsub	HOG1844	0.1869893980016914	55	0.0953532590033424	0.4569822152702822	up
rat	extsub	HOG18465	-0.034752402342845795	49	0.7703476540230079	0.9118986765475485	down
rat	extsub	HOG1846	NA	NA	NA	NA	NA
rat	extsub	HOG18471	-0.04962012595401416	61	0.6405527209708475	0.8587570459279914	down
rat	extsub	HOG18472	NA	NA	NA	NA	NA
rat	extsub	HOG1847	NA	NA	NA	NA	NA
rat	extsub	HOG18486	-0.20911338794905968	61	0.04909563894454146	0.4019581143281878	down
rat	extsub	HOG1848	-0.22382139613231655	59	0.038433930236781676	0.3866952551317734	down
rat	extsub	HOG18490	-0.10987313604103136	61	0.301179227886229	0.658097851920649	down
rat	extsub	HOG18506	0.007088589422002023	61	0.9468175611581324	0.9771218762756226	up
rat	extsub	HOG18516	0.1524046725730435	61	0.15153508439930308	0.5317960530963387	up
rat	extsub	HOG18520	-0.1843033249720526	61	0.08286538186483612	0.4374658476814494	down
rat	extsub	HOG18526	-0.07443018893102124	61	0.48368427081617243	0.7731158752451754	down
rat	extsub	HOG18531	-0.007088589422002023	61	0.9468175611581324	0.9771218762756226	down
rat	extsub	HOG1853	0.003933290696693271	57	0.9714920002768094	0.9840838200090729	up
rat	extsub	HOG18541	0.108180341463953	59	0.31702261883910604	0.6699426550403486	up
rat	extsub	HOG1854	-0.07088589422002023	61	0.5047482788338378	0.7885295295505503	down
rat	extsub	HOG18551	0.18970057256501197	41	0.1465528001105552	0.5313140991091644	up
rat	extsub	HOG18558	0.19770889991687962	59	0.06744849980842382	0.4233242356320412	up
rat	extsub	HOG18577	NA	NA	NA	NA	NA
rat	extsub	HOG18614	-0.05316442066501517	61	0.6168793360668248	0.8430330341429585	down
rat	extsub	HOG18627	-0.16658185141704754	61	0.11698904657737594	0.49165103955255796	down
rat	extsub	HOG1862	0.06232979933389714	55	0.5782539318645172	0.8304474282621328	up
rat	extsub	HOG18635	0.16514456476895406	33	0.2596563563704503	0.6402706427271353	up
rat	extsub	HOG1863	-0.07069830699730864	39	0.598161452683528	0.8413466668391874	down
rat	extsub	HOG18657	NA	NA	NA	NA	NA
rat	extsub	HOG1865	0.05278870442575003	53	0.6441672226837103	0.8597920148112898	up
rat	extsub	HOG18667	0.08506307306402427	61	0.4234531246369951	0.7411888254875152	up
rat	extsub	HOG18679	-0.07088589422002023	61	0.5047482788338378	0.7885295295505503	down
rat	extsub	HOG1867	NA	NA	NA	NA	NA
rat	extsub	HOG18684	-0.2551892191920728	61	0.016335398915055054	0.3803327041048376	down
rat	extsub	HOG18687	0.05316442066501517	61	0.6168793360668248	0.8430330341429585	up
rat	extsub	HOG18690	-0.17367044083904956	61	0.10220815226823024	0.4704537559476801	down
rat	extsub	HOG1869	NA	NA	NA	NA	NA
rat	extsub	HOG186	0.0708372864172069	31	0.6399940105774468	0.8587570459279914	up
rat	extsub	HOG1871	-0.04667600280093366	51	0.6889205558044607	0.8781062813315873	down
rat	extsub	HOG18727	-0.13113890430703742	61	0.21719579080726412	0.593643572808839	down
rat	extsub	HOG1872	0.20556909323805866	61	0.05306294636546537	0.40603820593648976	up
rat	extsub	HOG18756	0.07088589422002023	61	0.5047482788338378	0.7885295295505503	up
rat	extsub	HOG18758	0.19139191439405462	61	0.07170274849205706	0.4264567962748562	up
rat	extsub	HOG18761	-0.027533034876852894	57	0.8024639332364419	0.9284610025351328	down
rat	extsub	HOG18769	-0.04607583124301315	61	0.6645976189673743	0.868805119506228	down
rat	extsub	HOG1876	0.0637973047980182	61	0.5482839227232152	0.8099301109622938	up
rat	extsub	HOG18773	0.11696172546303338	61	0.2710657256687855	0.6427060430937386	up
rat	extsub	HOG1877	-0.13069280784261425	51	0.2623316754083572	0.6427060430937386	down
rat	extsub	HOG18787	-0.15899720766358738	35	0.2628903364198473	0.6427060430937386	down
rat	extsub	HOG1879	0.3339472073954039	31	0.027460744334305093	0.3803327041048376	up
rat	extsub	HOG18804	-0.10987313604103136	61	0.301179227886229	0.658097851920649	down
rat	extsub	HOG18815	-0.23128210933672708	59	0.03241921239772385	0.3803327041048376	down
rat	extsub	HOG1881	-0.17721473555005057	61	0.09539647629855073	0.4569822152702822	down
rat	extsub	HOG18820	NA	NA	NA	NA	NA
rat	extsub	HOG18825	-0.1275946095960364	61	0.22988031347145332	0.6079099713449923	down
rat	extsub	HOG18826	0.04607583124301315	61	0.6645976189673743	0.868805119506228	up
rat	extsub	HOG18829	0.058174479378303993	55	0.6038482460673436	0.8430330341429585	up
rat	extsub	HOG1882	0.1612649185644241	57	0.14286077804582156	0.5230268946092557	up
rat	extsub	HOG18832	NA	NA	NA	NA	NA
rat	extsub	HOG18835	0.09924025190802832	61	0.3503800950746238	0.69510266804018	up
rat	extsub	HOG18837	-0.007088589422002023	61	0.9468175611581324	0.9771218762756226	down
rat	extsub	HOG18842	-0.19848050381605664	61	0.06180326148000753	0.41924117384224263	down
rat	extsub	HOG18854	0.21263032632570072	59	0.04921932450939127	0.4019581143281878	up
rat	extsub	HOG18856	0.12881491862338743	55	0.25058219000559173	0.6339899942659024	up
rat	extsub	HOG1885	0.10226555811402503	57	0.35280399901787474	0.69510266804018	up
rat	extsub	HOG188	0.07941845647367073	47	0.5138908912577136	0.7955727373309766	up
rat	extsub	HOG18902	-0.10987313604103136	61	0.301179227886229	0.658097851920649	down
rat	extsub	HOG1890	-0.06795295885835007	45	0.5850529412678117	0.8354824213304743	down
rat	extsub	HOG18913	-0.19139191439405462	61	0.07170274849205706	0.4264567962748562	down
rat	extsub	HOG1891	0.051132779057012516	57	0.6422307544375243	0.8588315267762431	up
rat	extsub	HOG1892	-0.13536040812270764	51	0.24567072743904125	0.6259528522634537	down
rat	extsub	HOG18936	0.13113890430703742	61	0.21719579080726412	0.593643572808839	up
rat	extsub	HOG1893	-0.05316442066501517	61	0.6168793360668248	0.8430330341429585	down
rat	extsub	HOG18942	0.1120224067222408	51	0.33666836761003865	0.6874051658820204	up
rat	extsub	HOG18954	-0.13113890430703742	61	0.21719579080726412	0.593643572808839	down
rat	extsub	HOG18964	0.0637973047980182	61	0.5482839227232152	0.8099301109622938	up
rat	extsub	HOG1897	-0.060717674071891624	31	0.6884997410966343	0.8781062813315873	down
rat	extsub	HOG1898	NA	NA	NA	NA	NA
rat	extsub	HOG1900	-0.18381559819300247	39	0.17058693287144136	0.552671187946201	down
rat	extsub	HOG19016	-0.017721473555005057	61	0.8675594153624533	0.9520969948829135	down
rat	extsub	HOG19030	-0.23128210933672708	59	0.03241921239772385	0.3803327041048376	down
rat	extsub	HOG19034	0.1878476196830536	61	0.07711960647799258	0.4308388217662347	up
rat	extsub	HOG19038	NA	NA	NA	NA	NA
rat	extsub	HOG19039	0.2764549874580789	61	0.00928317735613488	0.3803327041048376	up
rat	extsub	HOG19044	-0.08151877835302326	61	0.4430262545390005	0.7508278465399496	down
rat	extsub	HOG19058	NA	NA	NA	NA	NA
rat	extsub	HOG19059	-0.13113890430703742	61	0.21719579080726412	0.593643572808839	down
rat	extsub	HOG19073	-0.1099764675536459	53	0.3359238131517358	0.6872103256488973	down
rat	extsub	HOG19089	-0.14175355088380048	59	0.1898156834617642	0.5744207819671873	down
rat	extsub	HOG1908	-0.18075903026105158	61	0.08895327188243576	0.44808182632611576	down
rat	extsub	HOG19098	-0.18075903026105158	61	0.08895327188243576	0.44808182632611576	down
rat	extsub	HOG190	NA	NA	NA	NA	NA
rat	extsub	HOG19101	-0.10278454661902933	61	0.3334419871695805	0.6872103256488973	down
rat	extsub	HOG1910	-0.0140028008402801	51	0.9044070096186425	0.9715384347751634	down
rat	extsub	HOG1912	NA	NA	NA	NA	NA
rat	extsub	HOG19137	-0.035442947110010115	61	0.7387427965353055	0.8948310914554274	down
rat	extsub	HOG1913	NA	NA	NA	NA	NA
rat	extsub	HOG19154	-0.026394352212875016	53	0.8173613313851769	0.9304442969459934	down
rat	extsub	HOG1915	0.008798117404291672	53	0.9386394268831363	0.9771218762756226	up
rat	extsub	HOG19180	0.08952855845292662	59	0.4076259477027808	0.7305981997201083	up
rat	extsub	HOG1920	-0.0932589150551319	59	0.3883673584627566	0.7154609805555191	down
rat	extsub	HOG19234	0.21263032632570072	59	0.04921932450939127	0.4019581143281878	up
rat	extsub	HOG1923	NA	NA	NA	NA	NA
rat	extsub	HOG19251	NA	NA	NA	NA	NA
rat	extsub	HOG19256	-0.09677929144720838	53	0.39711753786482684	0.7269425361721557	down
rat	extsub	HOG19266	-0.1524046725730435	61	0.15153508439930308	0.5317960530963387	down
rat	extsub	HOG1926	-0.2893912173657887	51	0.013065226764425956	0.3803327041048376	down
rat	extsub	HOG19277	0.09107651110783743	31	0.5476150215414648	0.8099301109622938	up
rat	extsub	HOG19279	-0.03519246961716669	53	0.7581430976670581	0.9054561779926988	down
rat	extsub	HOG1927	-0.14893886718362484	49	0.21090292605661032	0.593643572808839	down
rat	extsub	HOG1930	0.12050602017403439	61	0.2568098638611724	0.6339899942659024	up
rat	extsub	HOG1931	0.05899936045039906	57	0.5919196634009787	0.8354824213304743	up
rat	extsub	HOG1933	0.04962012595401416	61	0.6405527209708475	0.8587570459279914	up
rat	extsub	HOG19348	0.04962012595401416	61	0.6405527209708475	0.8587570459279914	up
rat	extsub	HOG1939	0.05670871537601618	61	0.5935976334169444	0.8354824213304743	up
rat	extsub	HOG19410	-0.09924025190802832	61	0.3503800950746238	0.69510266804018	down
rat	extsub	HOG19414	0.23392345092606676	61	0.027720223721446408	0.3803327041048376	up
rat	extsub	HOG19420	NA	NA	NA	NA	NA
rat	extsub	HOG19455	0.1524046725730435	61	0.15153508439930308	0.5317960530963387	up
rat	extsub	HOG19461	0.12310176787277409	59	0.25486661805448224	0.6339899942659024	up
rat	extsub	HOG19463	0.007088589422002023	61	0.9468175611581324	0.9771218762756226	up
rat	extsub	HOG19467	-0.07473252323717214	57	0.4971349438991533	0.7866968519301002	down
rat	extsub	HOG19473	0.04253153653201214	61	0.6889927119264218	0.8781062813315873	up
rat	extsub	HOG1947	NA	NA	NA	NA	NA
rat	extsub	HOG19488	NA	NA	NA	NA	NA
rat	extsub	HOG19492	0.041033922624258035	59	0.7042898335132705	0.8883338011271433	up
rat	extsub	HOG19503	-0.1275946095960364	61	0.22988031347145332	0.6079099713449923	down
rat	extsub	HOG1950	NA	NA	NA	NA	NA
rat	extsub	HOG19525	0.019666453483466354	57	0.8581847161443136	0.9520969948829135	up
rat	extsub	HOG19530	-0.02835435768800809	61	0.7896116519230303	0.9160937375370024	down
rat	extsub	HOG19532	-0.004667600280093366	51	0.9680675837672984	0.9840838200090729	down
rat	extsub	HOG19535	-0.14177178844004046	61	0.1821793790660869	0.5617492309843611	down
rat	extsub	HOG1953	-0.12881491862338743	55	0.25058219000559173	0.6339899942659024	down
rat	extsub	HOG19540	0.05670871537601618	61	0.5935976334169444	0.8354824213304743	up
rat	extsub	HOG19545	0.035442947110010115	61	0.7387427965353055	0.8948310914554274	up
rat	extsub	HOG19553	0.2648553187565746	59	0.014296228577436945	0.3803327041048376	up
rat	extsub	HOG1955	-0.12135760728242753	51	0.2979530616081677	0.658097851920649	down
rat	extsub	HOG19587	0.01662127982237257	55	0.8821455812960056	0.9631670013060203	up
rat	extsub	HOG1960	-0.2541390607157463	47	0.036713856362704106	0.3866952551317734	down
rat	extsub	HOG19615	-0.022650986286116687	45	0.8555777801669464	0.9520969948829135	down
rat	extsub	HOG19623	-0.02126576826600607	61	0.8413936112302458	0.9414360081970268	down
rat	extsub	HOG1962	NA	NA	NA	NA	NA
rat	extsub	HOG19639	-0.10987313604103136	61	0.301179227886229	0.658097851920649	down
rat	extsub	HOG19648	0.0035442947110010115	61	0.9733939926191759	0.9840838200090729	up
rat	extsub	HOG19649	0.05670871537601618	61	0.5935976334169444	0.8354824213304743	up
rat	extsub	HOG19658	0.026394352212875016	53	0.8173613313851769	0.9304442969459934	up
rat	extsub	HOG1965	NA	NA	NA	NA	NA
rat	extsub	HOG1966	NA	NA	NA	NA	NA
rat	extsub	HOG19694	-0.035442947110010115	61	0.7387427965353055	0.8948310914554274	down
rat	extsub	HOG19740	0.294736933043771	53	0.009913521531763421	0.3803327041048376	up
rat	extsub	HOG19741	NA	NA	NA	NA	NA
rat	extsub	HOG19746	0.20556909323805866	61	0.05306294636546537	0.40603820593648976	up
rat	extsub	HOG19756	-0.02126576826600607	61	0.8413936112302458	0.9414360081970268	down
rat	extsub	HOG1975	0.07479575920067656	55	0.5046926853028988	0.7885295295505503	up
rat	extsub	HOG19765	0	61	1	1	up
rat	extsub	HOG1976	-0.17036811817931885	55	0.12862132106805294	0.5067866266870921	down
rat	extsub	HOG1977	0.12908035155914152	49	0.2782429072384045	0.6510391335116321	up
rat	extsub	HOG1979	0.2224075678348416	41	0.08873119003729261	0.44808182632611576	up
rat	extsub	HOG1983	NA	NA	NA	NA	NA
rat	extsub	HOG1984	-0.280056016805602	51	0.016309171877754967	0.3803327041048376	down
rat	extsub	HOG19851	0.11696172546303338	61	0.2710657256687855	0.6427060430937386	up
rat	extsub	HOG19852	NA	NA	NA	NA	NA
rat	extsub	HOG19857	0.16658185141704754	61	0.11698904657737594	0.49165103955255796	up
rat	extsub	HOG1985	-0.14946504647434428	57	0.17446076148979084	0.5591194535737394	down
rat	extsub	HOG19872	0.004399058702145836	53	0.9692969901130891	0.9840838200090729	up
rat	extsub	HOG19883	NA	NA	NA	NA	NA
rat	extsub	HOG19895	NA	NA	NA	NA	NA
rat	extsub	HOG19907	-0.2197462720820627	61	0.03865734996987974	0.3866952551317734	down
rat	extsub	HOG1990	0.02611249621543693	59	0.809149834631498	0.9304442969459934	up
rat	extsub	HOG19915	-0.04607583124301315	61	0.6645976189673743	0.868805119506228	down
rat	extsub	HOG19932	0.16040533389482686	59	0.13790419883579172	0.51885053228074	up
rat	extsub	HOG19941	-0.07087677544190024	59	0.5121058010677998	0.7944244354869285	down
rat	extsub	HOG19959	-0.09569595719702731	61	0.36785400347160596	0.706002915527645	down
rat	extsub	HOG1995	-0.06795295885835007	45	0.5850529412678117	0.8354824213304743	down
rat	extsub	HOG19964	0.0921516624860263	61	0.38586062235791413	0.7154609805555191	up
rat	extsub	HOG19976	-0.014177178844004046	61	0.8938711386490852	0.9631670013060203	down
rat	extsub	HOG1997	-0.08579820185072135	59	0.42744266223254906	0.7436635964122573	down
rat	extsub	HOG1999	-0.17452343813491197	55	0.11955988558481616	0.4989779193395219	down
rat	extsub	HOG20000	-0.04962012595401416	61	0.6405527209708475	0.8587570459279914	down
rat	extsub	HOG20005	0.060253010087017195	61	0.5707265848746756	0.821494508752309	up
rat	extsub	HOG2000	0.11406543020410484	57	0.30002701885399946	0.658097851920649	up
rat	extsub	HOG20013	0.014177178844004046	61	0.8938711386490852	0.9631670013060203	up
rat	extsub	HOG20037	0.0637973047980182	61	0.5482839227232152	0.8099301109622938	up
rat	extsub	HOG2003	0.13429283767938993	59	0.21419302571912832	0.593643572808839	up
rat	extsub	HOG20045	0.20202479852705765	61	0.057294620885734115	0.41225201758473723	up
rat	extsub	HOG20051	0.04476427922646331	59	0.6788452994243183	0.8781062813315873	up
rat	extsub	HOG20058	0.17905711690585324	59	0.09768995934615685	0.4630795684826778	up
rat	extsub	HOG20061	0.08506307306402427	61	0.4234531246369951	0.7411888254875152	up
rat	extsub	HOG20063	0.1843033249720526	61	0.08286538186483612	0.4374658476814494	up
rat	extsub	HOG2006	-0.11118583906313902	47	0.36076535058450127	0.7042352510487867	down
rat	extsub	HOG20072	-0.2551892191920728	61	0.016335398915055054	0.3803327041048376	down
rat	extsub	HOG20075	NA	NA	NA	NA	NA
rat	extsub	HOG2007	-0.3747010270857358	39	0.005216597949762756	0.3803327041048376	down
rat	extsub	HOG20080	0.12757270236222923	53	0.264332032288319	0.6427060430937386	up
rat	extsub	HOG2008	NA	NA	NA	NA	NA
rat	extsub	HOG20093	-0.08151877835302326	61	0.4430262545390005	0.7508278465399496	down
rat	extsub	HOG20103	-0.038987241821011126	61	0.7137155869952381	0.888577304702813	down
rat	extsub	HOG20108	0.029842852817642204	59	0.7825279247400674	0.9160937375370024	up
rat	extsub	HOG2010	0.007460713204410551	59	0.9449844010606654	0.9771218762756226	up
rat	extsub	HOG2011	-0.108180341463953	59	0.31702261883910604	0.6699426550403486	down
rat	extsub	HOG20121	0.17012614612804855	61	0.10940136674391907	0.48024705014331304	up
rat	extsub	HOG20129	-0.23746774563706777	61	0.025445256473705512	0.3803327041048376	down
rat	extsub	HOG20130	0	57	1	1	up
rat	extsub	HOG20140	NA	NA	NA	NA	NA
rat	extsub	HOG20143	-0.019666453483466354	57	0.8581847161443136	0.9520969948829135	down
rat	extsub	HOG20149	0.17367044083904956	61	0.10220815226823024	0.4704537559476801	up
rat	extsub	HOG20161	-0.013197176106437508	53	0.9080725552559752	0.9715384347751634	down
rat	extsub	HOG20167	0.12310176787277409	59	0.25486661805448224	0.6339899942659024	up
rat	extsub	HOG20180	-0.08151877835302326	61	0.4430262545390005	0.7508278465399496	down
rat	extsub	HOG20189	0.05316442066501517	61	0.6168793360668248	0.8430330341429585	up
rat	extsub	HOG20195	0.05718776312789587	53	0.616814408971861	0.8430330341429585	up
rat	extsub	HOG20204	NA	NA	NA	NA	NA
rat	extsub	HOG20224	0.0037303566022052754	59	0.9724758284664149	0.9840838200090729	up
rat	extsub	HOG20233	-0.06648511928949027	55	0.5531815181083108	0.816405437505574	down
rat	extsub	HOG20240	NA	NA	NA	NA	NA
rat	extsub	HOG20245	NA	NA	NA	NA	NA
rat	extsub	HOG20252	0.1240503148850354	61	0.2430830397506913	0.6208538273005192	up
rat	extsub	HOG20287	0.13197176106437508	53	0.24821307898992362	0.630659791097598	up
rat	extsub	HOG20288	-0.14548390748600576	59	0.1784225683488685	0.5617492309843611	down
rat	extsub	HOG2029	NA	NA	NA	NA	NA
rat	extsub	HOG20307	-0.02611249621543693	59	0.809149834631498	0.9304442969459934	down
rat	extsub	HOG2030	-0.22683486150406473	61	0.032800278577791754	0.3803327041048376	down
rat	extsub	HOG20331	0.19493620910505563	61	0.0666016558183847	0.4233242356320412	up
rat	extsub	HOG20332	0.1524046725730435	61	0.15153508439930308	0.5317960530963387	up
rat	extsub	HOG20333	-0.06714641883969497	59	0.5345608020345052	0.8063477118316734	down
rat	extsub	HOG20335	-0.048494635828668586	59	0.6537616390703052	0.868038029133482	down
rat	extsub	HOG2033	-0.22263147159693594	31	0.14157886335524397	0.5219756495815384	down
rat	extsub	HOG20340	-0.1363708197665209	53	0.23279475232307223	0.6130647872123361	down
rat	extsub	HOG2036	0	53	1	1	up
rat	extsub	HOG20371	0.08506307306402427	61	0.4234531246369951	0.7411888254875152	up
rat	extsub	HOG20374	0.11191069806615828	59	0.30062298819690664	0.658097851920649	up
rat	extsub	HOG20375	NA	NA	NA	NA	NA
rat	extsub	HOG2037	-0.022650986286116687	45	0.8555777801669464	0.9520969948829135	down
rat	extsub	HOG20384	0.035442947110010115	61	0.7387427965353055	0.8948310914554274	up
rat	extsub	HOG20388	0.10987313604103136	61	0.301179227886229	0.658097851920649	up
rat	extsub	HOG20399	0.1099764675536459	53	0.3359238131517358	0.6872103256488973	up
rat	extsub	HOG20401	0.0747839979364792	53	0.5128990254930563	0.7944244354869285	up
rat	extsub	HOG20404	-0.16260610609380988	39	0.22543336830507546	0.6079099713449923	down
rat	extsub	HOG20410	0.14921426408821103	59	0.16754627748861722	0.552671187946201	up
rat	extsub	HOG20426	-0.22382139613231655	59	0.038433930236781676	0.3866952551317734	down
rat	extsub	HOG20435	0.1583661132772501	53	0.16585666034291	0.5507169401454074	up
rat	extsub	HOG20446	0.0932589150551319	59	0.3883673584627566	0.7154609805555191	up
rat	extsub	HOG2044	0.17699808135119718	57	0.10779821387740944	0.48024705014331304	up
rat	extsub	HOG20453	0.14886037786204248	61	0.1612803418007505	0.5426126753804911	up
rat	extsub	HOG20460	-0.04326619766362597	57	0.6942397677534013	0.8819622009539211	down
rat	extsub	HOG2047	NA	NA	NA	NA	NA
