hog	anaPla	aptFor	aptHaa	aptOwe	aptRow	aquChr	balReg	calAnn	casCas	chaPel	chaVoc	colLiv	corBra	cryCin	cucCan	droNov	egrGar	eudEle	falPer	ficAlb	fulGla	galGal	geoFor	halLeu	lepDis	melGal	melUnd	mesUni	nipNip	notPer	picPub	pseHum	pygAde	rheAme	rhePen	serCan	strCam	taeGut	tinGut	align_len	avg_gapped_len	avg_ident	gaps_bp_tot	gaps_bp_avg	missing_ct	dup_ct
42461	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	512	477.44	81.55	0.04	0.05	0	1
42468	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	488	428.74	87.12	0.03	0.04	0	1
4247	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	286	270.3	87.71	0.02	0.02	0	0
4248	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	1	1	1	1	1	1	1	NA	NA	1	1	NA	1	NA	1	1	1	1	1	NA	NA	1	1	NA	NA	NA	795	554.25	78.54	0.21	0.29	12	0
4249	NA	NA	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	NA	1	NA	1	1	NA	1	1	NA	NA	NA	NA	1	1	NA	1	NA	1	1	1	1	NA	NA	389	285.69	90.13	0.07	0.08	14	0
42494	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	974	891.26	95.94	0.04	0.04	0	0
42496	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	192	174.31	78.47	0.01	0.01	0	1
4250	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	506	399.63	72.23	0.07	0.17	1	0
42500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	433	342.36	90.29	0.11	0.12	0	0
42507	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	476	446.69	98.12	0	0	0	0
4252	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	NA	1	NA	1	1	1	1	1	1	3	1	1	1	2	664	511.22	90.62	0.06	0.18	3	2
4253	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	219	117.74	71.39	0.41	0.4	0	0
42538	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	254	179.95	94.14	0.06	0.05	1	0
42545	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	359	331.14	86.41	0.03	0.03	0	0
42548	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	509	454.74	88.06	0.07	0.07	0	0
4255	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	747	611.65	98.77	0.03	0.03	1	0
42555	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	633	596.52	89.16	0.01	0.01	0	0
42557	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	308	238.71	84.97	0.1	0.09	0	0
42558	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	442	382.02	92.8	0.09	0.09	0	0
4256	NA	1	1	1	1	1	NA	1	1	1	1	NA	1	1	1	1	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	1	1	1	1	1	1	1	NA	833	703.47	92.07	0.07	0.11	7	0
42561	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	230	227.09	98.77	0	0	0	1
42566	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	442	380.17	92.72	0.06	0.06	2	0
4257	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	708	646.4	81.81	0.03	0.05	0	0
4258	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1084	983.58	95.07	0.03	0.08	2	0
4259	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1293	718.91	86.44	0.39	0.58	3	0
42602	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	122	115.24	91.06	0.03	0.03	1	0
42606	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	340	285.21	87.44	0.02	0.03	0	0
4261	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	NA	1	2	1	NA	1	1	1	1	2	2	1	NA	1	2	2	1	1	1	1	1	1	1	386	235.27	84.15	0.16	5.63	3	6
42621	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	659	504.9	90.16	0.07	0.08	0	0
42625	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	NA	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	NA	NA	1	1	1	1	182	150.49	91.79	0.01	0.01	7	0
42628	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	2	1	633	521.26	68.28	0.16	0.17	1	1
4263	NA	1	1	1	1	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	1	1	1	1	1	1	NA	1	1	NA	1	1	NA	NA	1	NA	1	1	NA	243	142.85	90.36	0.17	0.16	10	0
42638	1	1	NA	NA	NA	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	730	710.97	80.68	0.01	0.02	6	0
4264	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	468	434.93	99.25	0.01	0.01	0	0
42651	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	586	506.87	90.44	0.1	0.1	2	0
4266	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	952	802.49	95.56	0.13	0.72	0	0
4267	1	1	2	2	2	1	NA	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	656	500.52	89.79	0.07	0.11	1	6
42679	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	504	442.05	94.87	0.09	0.1	0	0
4268	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1553	1356.76	87.61	0.02	0.04	0	0
42681	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	419	415.6	96.79	0.01	0.01	0	0
42688	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	417	386.26	79.66	0.03	0.05	0	0
4269	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	384	321.42	95.2	0.03	0.04	1	0
42696	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	167	162.12	90.47	0.01	0.02	0	0
4270	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	789	678.7	93.56	0.04	0.06	1	0
4271	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	648	360.26	91.64	0.42	0.42	3	0
4272	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1945	1783.16	80.04	0.03	0.04	0	0
4273	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	908	700.09	99.01	0.02	0.02	2	0
42733	1	1	1	1	1	1	1	2	1	1	NA	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	NA	1	NA	1	1	1	1	249	187.95	93.64	0.07	0.08	4	1
42739	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	787	665.76	83.75	0.02	0.03	1	0
4274	1	1	1	1	1	1	NA	NA	1	NA	1	1	1	1	1	1	NA	1	NA	1	NA	1	1	1	NA	1	NA	NA	NA	1	NA	1	1	1	1	1	1	1	NA	496	382.28	68.65	0.08	0.14	12	0
4275	1	1	NA	1	1	NA	1	NA	NA	1	1	1	NA	1	NA	NA	1	1	NA	NA	NA	1	NA	1	1	1	NA	1	1	1	NA	NA	1	1	1	1	NA	NA	1	1878	900.05	92.76	0.52	0.6	16	0
42753	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	236	186.27	86.24	0.14	0.14	1	0
42755	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	363	362.31	95.46	0	0	0	0
4276	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1519	1423.53	91.11	0.01	0.01	0	1
4277	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1703	1472.91	96.39	0.03	0.04	0	0
42775	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	317	249.71	85.82	0.16	0.16	0	0
42776	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	326	289.46	97.87	0.05	0.05	1	0
42778	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	334	306	84.72	0.01	0.02	0	0
42784	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	278	259.12	96.87	0.01	0.02	1	0
4279	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1037	1000.51	97.55	0.01	0.01	1	0
42794	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	749	717.07	93.1	0.02	0.02	0	1
4280	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	NA	NA	1	1	277	162.8	81.47	0.37	0.38	3	0
4281	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	448	342.58	94.68	0.09	0.09	1	0
42813	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	847	725.14	94.5	0.04	0.05	0	0
42816	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	587	468.93	93.93	0.08	0.08	1	0
4282	NA	1	NA	NA	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	1	1	1	1	NA	1	1	1	NA	1	NA	623	402.05	81.41	0.17	0.19	9	0
42821	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	NA	1	629	543.7	83.24	0.06	0.06	2	0
42826	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	578	488.17	94.98	0.13	0.13	0	0
42833	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	995	974.49	96.12	0.02	0.02	0	0
4284	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	106	70.12	88.32	0.28	0.28	1	1
4285	NA	1	1	1	1	1	NA	NA	1	NA	NA	NA	NA	1	1	1	NA	1	1	1	NA	1	NA	1	NA	NA	1	NA	NA	1	NA	1	NA	1	1	NA	NA	1	NA	577	308.04	91.58	0.25	0.3	19	0
42858	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	227	202.93	86.99	0.02	0.02	0	0
4286	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	427	367.33	87.71	0.05	0.07	0	2
42869	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	623	581.76	92.17	0.03	0.05	0	0
4287	1	1	1	1	1	1	1	NA	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	2	1	466	399.19	97.38	0.04	0.05	11	1
42876	1	1	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	154	153.15	89.37	0	0	2	0
42878	1	1	1	1	1	1	NA	1	1	NA	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	312	272.85	90.38	0.05	0.08	3	0
4288	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	606	467.89	90.47	0.1	0.12	0	1
42880	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	693	594.43	94.79	0.08	0.08	0	0
42881	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	710	548.73	82.24	0.16	0.17	0	0
42882	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	446	439.29	86.6	0.01	0.01	0	0
42884	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	1	NA	1	NA	1	NA	1	1	1	NA	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	2	1	177	129.03	70.45	0.09	0.1	9	1
42890	NA	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	NA	NA	1	NA	1	NA	428	388.14	94.49	0.01	0.02	8	0
429	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1452	939.68	83.42	0.19	0.85	0	4
4290	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1296	1133.42	94.81	0.04	0.04	2	0
42905	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	316	314.76	91.51	0	0	0	0
42915	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	2082	1602.57	70.02	0.17	0.19	1	0
42918	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	216	213.71	97.96	0	0	0	0
4292	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	NA	1	1	1	1	1	NA	1	2	1	NA	1	NA	490	320.85	95.06	0.06	0.08	5	1
42929	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	479	423.12	79.36	0.04	0.04	0	0
42936	NA	1	1	NA	1	1	NA	1	1	NA	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	1	400	280.61	94.24	0.11	0.15	10	0
4294	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	NA	1	1	1	1	1	NA	1	1	1	1	1	1	1	NA	1	1	1	NA	NA	1	1	NA	1	1345	617.2	95.82	0.25	0.32	7	0
42947	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1019	994.98	82.53	0.02	0.03	0	0
42948	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	484	418.29	69.61	0.06	0.07	0	1
4295	1	1	1	1	1	1	1	1	1	NA	1	NA	1	1	1	1	1	1	1	1	1	NA	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	251	152.68	83.94	0.18	0.16	4	0
42964	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	500	454.17	97.75	0.01	0.01	0	0
42969	1	1	NA	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	277	269.12	91.6	0.01	0.01	2	0
42975	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	459	421.83	93.69	0.02	0.02	0	0
4298	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	851	764.6	65.21	0.06	0.09	0	0
4299	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	1	387	277.2	76.81	0.07	0.13	4	0
42995	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	599	483.32	80.65	0.11	0.11	1	0
4300	1	1	1	NA	NA	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	NA	NA	1	1	1	1	199	127	80.56	0.18	0.18	6	0
43001	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	226	221.81	97.6	0.01	0.01	0	1
4301	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	908	819.29	89.83	0.04	0.07	0	0
4302	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	522	453.46	84.92	0.05	0.07	3	0
43025	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	294	280.12	95.1	0.02	0.03	2	0
43029	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	532	461.29	82.44	0.04	0.04	1	0
4304	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2389	1815.29	86.67	0.1	0.13	0	0
43046	1	1	NA	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	503	479.03	96.73	0.03	0.04	4	0
4305	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	1	1	NA	2	1	1	1	1	1	1	1	295	165.22	60.15	0.19	0.21	1	6
43053	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	522	515.83	97.23	0	0	0	0
43058	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	891	843.52	97.4	0	0	0	0
43059	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	465	407.62	88.02	0.02	0.02	0	0
43064	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	321	292.74	90.79	0	0	0	0
43067	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2233	2172.43	85.45	0.02	0.02	0	0
43073	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	495	417.33	83.66	0.03	0.04	1	0
43077	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1013	927.4	92.74	0.06	0.06	0	0
4308	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	365	207.95	79.9	0.48	0.49	1	0
43080	1	1	1	1	1	1	1	1	NA	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	447	372.9	82.71	0.02	0.02	3	0
43081	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	349	337.81	90.92	0.01	0.01	0	0
43085	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	442	396.95	77.41	0.03	0.03	1	0
4309	1	2	1	1	1	2	1	1	2	2	1	1	2	1	2	1	2	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	450	359.9	90.61	0.09	0.11	0	11
4310	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1157	979.6	95.78	0.09	0.54	0	0
43107	1	1	1	1	1	1	1	NA	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	NA	NA	1	1	1	NA	1	NA	1	1145	976.5	82.62	0.08	0.09	9	0
4311	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	NA	162	148.59	89.88	0.06	0.09	4	0
4312	NA	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	289	167.95	81.16	0.43	0.44	3	0
4314	1	1	NA	1	1	1	1	NA	1	NA	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	995	759.22	79.11	0.14	0.26	4	0
43159	NA	1	1	1	1	1	NA	1	1	NA	NA	NA	1	1	NA	1	1	1	NA	1	1	1	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	235	215.37	76.17	0.01	0.01	11	0
4316	NA	1	NA	1	NA	1	NA	NA	1	1	NA	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	1	NA	1	NA	1	1	NA	NA	1	1	338	263.07	90.84	0.08	0.13	14	0
43169	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	777	753.21	90.63	0.01	0.01	0	0
