# Assembly name:  Gallus_gallus-4.0
# Organism name:  Gallus gallus (chicken)
# Infraspecific name:  breed=Red Jungle fowl, inbred line UCD001
# Isolate:  #256
# Sex:  female
# Taxid:          9031
# BioSample:      SAMN02981218
# BioProject:     PRJNA10808
# Submitter:      International Chicken Genome Consortium
# Date:           2011-11-22
# Synonyms:       galGal4	
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    AADN03
# Assembly method: Celera Assembler v. 5.4
# Genome coverage: 12X
# Sequencing technology: Sanger; 454
# GenBank assembly accession: GCA_000002315.2
# RefSeq assembly accession: GCF_000002315.3
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000000185.2	GCF_000000185.2	Primary Assembly
## 	GCF_000184395.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
ChrUn_7180000964998	unplaced-scaffold	na	na	AADN03016241.1	=	NW_003768855.1	Primary Assembly	1132	chrUn_AADN03016241
ChrUn_7180000976740	unplaced-scaffold	na	na	AADN03016242.1	=	NW_003778000.1	Primary Assembly	1044	chrUn_AADN03016242
ChrUn_7180000972364	unplaced-scaffold	na	na	AADN03016244.1	=	NW_003774034.1	Primary Assembly	1060	chrUn_AADN03016244
ChrUn_7180000974359	unplaced-scaffold	na	na	AADN03016245.1	=	NW_003775802.1	Primary Assembly	1051	chrUn_AADN03016245
ChrUn_7180000972659	unplaced-scaffold	na	na	AADN03016246.1	=	NW_003774300.1	Primary Assembly	1004	chrUn_AADN03016246
ChrUn_7180000978582	unplaced-scaffold	na	na	AADN03016247.1	=	NW_003779424.1	Primary Assembly	2062	chrUn_AADN03016247
ChrUn_7180000973014	unplaced-scaffold	na	na	AADN03016249.1	=	NW_003774618.1	Primary Assembly	1554	chrUn_AADN03016249
ChrUn_7180000971439	unplaced-scaffold	na	na	AADN03016250.1	=	NW_003773257.1	Primary Assembly	1050	chrUn_AADN03016250
ChrUn_7180000974422	unplaced-scaffold	na	na	AADN03016252.1	=	NW_003775858.1	Primary Assembly	1116	chrUn_AADN03016252
ChrUn_7180000978362	unplaced-scaffold	na	na	AADN03016253.1	=	NW_003779292.1	Primary Assembly	1078	chrUn_AADN03016253
ChrUn_7180000964051	unplaced-scaffold	na	na	AADN03016254.1	=	NW_003768054.1	Primary Assembly	1043	chrUn_AADN03016254
ChrUn_7180000975323	unplaced-scaffold	na	na	AADN03016255.1	=	NW_003776668.1	Primary Assembly	1075	chrUn_AADN03016255
ChrUn_7180000966802	unplaced-scaffold	na	na	AADN03016256.1	=	NW_003770414.1	Primary Assembly	2238	chrUn_AADN03016256
ChrUn_7180000965137	unplaced-scaffold	na	na	AADN03016258.1	=	NW_003768971.1	Primary Assembly	1003	chrUn_AADN03016258
ChrUn_7180000964640	unplaced-scaffold	na	na	AADN03016260.1	=	NW_003768553.1	Primary Assembly	1030	chrUn_AADN03016260
ChrUn_7180000973603	unplaced-scaffold	na	na	AADN03016261.1	=	NW_003775124.1	Primary Assembly	1155	chrUn_AADN03016261
ChrUn_7180000978169	unplaced-scaffold	na	na	AADN03016263.1	=	NW_003779188.1	Primary Assembly	1822	chrUn_AADN03016263
ChrUn_7180000976406	unplaced-scaffold	na	na	AADN03016264.1	=	NW_003777686.1	Primary Assembly	1082	chrUn_AADN03016264
ChrUn_7180000967233	unplaced-scaffold	na	na	AADN03016265.1	=	NW_003770788.1	Primary Assembly	1348	chrUn_AADN03016265
ChrUn_7180000967127	unplaced-scaffold	na	na	AADN03016266.1	=	NW_003770698.1	Primary Assembly	1170	chrUn_AADN03016266
ChrUn_7180000973462	unplaced-scaffold	na	na	AADN03016267.1	=	NW_003775002.1	Primary Assembly	1081	chrUn_AADN03016267
ChrUn_7180000973983	unplaced-scaffold	na	na	AADN03016270.1	=	NW_003775456.1	Primary Assembly	1363	chrUn_AADN03016270
ChrUn_7180000967106	unplaced-scaffold	na	na	AADN03016271.1	=	NW_003770679.1	Primary Assembly	1116	chrUn_AADN03016271
ChrUn_7180000971225	unplaced-scaffold	na	na	AADN03016273.1	=	NW_003773076.1	Primary Assembly	1119	chrUn_AADN03016273
ChrUn_7180000972411	unplaced-scaffold	na	na	AADN03016274.1	=	NW_003774076.1	Primary Assembly	1075	chrUn_AADN03016274
ChrUn_7180000975557	unplaced-scaffold	na	na	AADN03016275.1	=	NW_003776882.1	Primary Assembly	1226	chrUn_AADN03016275
ChrUn_7180000969607	unplaced-scaffold	na	na	AADN03016277.1	=	NW_003772302.1	Primary Assembly	1412	chrUn_AADN03016277
ChrUn_7180000973904	unplaced-scaffold	na	na	AADN03016279.1	=	NW_003775389.1	Primary Assembly	1220	chrUn_AADN03016279
ChrUn_7180000963807	unplaced-scaffold	na	na	AADN03016280.1	=	NW_003767857.1	Primary Assembly	1220	chrUn_AADN03016280
ChrUn_7180000976615	unplaced-scaffold	na	na	AADN03016281.1	=	NW_003777884.1	Primary Assembly	1210	chrUn_AADN03016281
ChrUn_7180000973539	unplaced-scaffold	na	na	AADN03016282.1	=	NW_003775068.1	Primary Assembly	1105	chrUn_AADN03016282
ChrUn_7180000971209	unplaced-scaffold	na	na	AADN03016283.1	=	NW_003773062.1	Primary Assembly	1017	chrUn_AADN03016283
ChrUn_7180000961821	unplaced-scaffold	na	na	AADN03016284.1	=	NW_003766444.1	Primary Assembly	1086	chrUn_AADN03016284
ChrUn_7180000972688	unplaced-scaffold	na	na	AADN03016285.1	=	NW_003774324.1	Primary Assembly	1033	chrUn_AADN03016285
ChrUn_7180000962963	unplaced-scaffold	na	na	AADN03016286.1	=	NW_003767216.1	Primary Assembly	1223	chrUn_AADN03016286
ChrUn_7180000976953	unplaced-scaffold	na	na	AADN03016288.1	=	NW_003778198.1	Primary Assembly	1465	chrUn_AADN03016288
ChrUn_7180000970330	unplaced-scaffold	na	na	AADN03016289.1	=	NW_003772473.1	Primary Assembly	1228	chrUn_AADN03016289
ChrUn_7180000978009	unplaced-scaffold	na	na	AADN03016290.1	=	NW_003779080.1	Primary Assembly	1461	chrUn_AADN03016290
ChrUn_7180000965319	unplaced-scaffold	na	na	AADN03016291.1	=	NW_003769133.1	Primary Assembly	1035	chrUn_AADN03016291
ChrUn_7180000975612	unplaced-scaffold	na	na	AADN03016295.1	=	NW_003776935.1	Primary Assembly	1185	chrUn_AADN03016295
ChrUn_7180000972299	unplaced-scaffold	na	na	AADN03016296.1	=	NW_003773985.1	Primary Assembly	1296	chrUn_AADN03016296
ChrUn_7180000975677	unplaced-scaffold	na	na	AADN03016297.1	=	NW_003776995.1	Primary Assembly	1042	chrUn_AADN03016297
ChrUn_7180000973108	unplaced-scaffold	na	na	AADN03016299.1	=	NW_003774699.1	Primary Assembly	1043	chrUn_AADN03016299
ChrUn_7180000963984	unplaced-scaffold	na	na	AADN03016300.1	=	NW_003767997.1	Primary Assembly	1022	chrUn_AADN03016300
ChrUn_7180000974320	unplaced-scaffold	na	na	AADN03016301.1	=	NW_003775766.1	Primary Assembly	1336	chrUn_AADN03016301
ChrUn_7180000977323	unplaced-scaffold	na	na	AADN03016302.1	=	NW_003778533.1	Primary Assembly	1016	chrUn_AADN03016302
ChrUn_7180000969899	unplaced-scaffold	na	na	AADN03016304.1	=	NW_003772340.1	Primary Assembly	1117	chrUn_AADN03016304
ChrUn_7180000973534	unplaced-scaffold	na	na	AADN03016305.1	=	NW_003775063.1	Primary Assembly	1096	chrUn_AADN03016305
ChrUn_7180000964804	unplaced-scaffold	na	na	AADN03016306.1	=	NW_003768694.1	Primary Assembly	1023	chrUn_AADN03016306
ChrUn_7180000971248	unplaced-scaffold	na	na	AADN03016307.1	=	NW_003773092.1	Primary Assembly	1020	chrUn_AADN03016307
ChrUn_7180000965492	unplaced-scaffold	na	na	AADN03016310.1	=	NW_003769287.1	Primary Assembly	1278	chrUn_AADN03016310
ChrUn_7180000963184	unplaced-scaffold	na	na	AADN03016311.1	=	NW_003767375.1	Primary Assembly	1058	chrUn_AADN03016311
ChrUn_7180000969156	unplaced-scaffold	na	na	AADN03016312.1	=	NW_003772104.1	Primary Assembly	2215	chrUn_AADN03016312
ChrUn_7180000964785	unplaced-scaffold	na	na	AADN03016313.1	=	NW_003768678.1	Primary Assembly	1190	chrUn_AADN03016313
ChrUn_7180000967623	unplaced-scaffold	na	na	AADN03016314.1	=	NW_003771085.1	Primary Assembly	1081	chrUn_AADN03016314
ChrUn_7180000976181	unplaced-scaffold	na	na	AADN03016315.1	=	NW_003777474.1	Primary Assembly	1143	chrUn_AADN03016315
ChrUn_7180000968791	unplaced-scaffold	na	na	AADN03016316.1	=	NW_003771919.1	Primary Assembly	1425	chrUn_AADN03016316
ChrUn_7180000976643	unplaced-scaffold	na	na	AADN03016318.1	=	NW_003777909.1	Primary Assembly	1008	chrUn_AADN03016318
ChrUn_7180000969990	unplaced-scaffold	na	na	AADN03016319.1	=	NW_003772414.1	Primary Assembly	1132	chrUn_AADN03016319
ChrUn_7180000977287	unplaced-scaffold	na	na	AADN03016320.1	=	NW_003778502.1	Primary Assembly	1586	chrUn_AADN03016320
ChrUn_7180000976312	unplaced-scaffold	na	na	AADN03016321.1	=	NW_003777596.1	Primary Assembly	1083	chrUn_AADN03016321
ChrUn_7180000961911	unplaced-scaffold	na	na	AADN03016322.1	=	NW_003766494.1	Primary Assembly	1115	chrUn_AADN03016322
ChrUn_7180000965268	unplaced-scaffold	na	na	AADN03016323.1	=	NW_003769087.1	Primary Assembly	1208	chrUn_AADN03016323
ChrUn_7180000969435	unplaced-scaffold	na	na	AADN03016324.1	=	NW_003772155.1	Primary Assembly	1003	chrUn_AADN03016324
ChrUn_7180000974070	unplaced-scaffold	na	na	AADN03016325.1	=	NW_003775536.1	Primary Assembly	1346	chrUn_AADN03016325
ChrUn_7180000964552	unplaced-scaffold	na	na	AADN03016326.1	=	NW_003768481.1	Primary Assembly	1004	chrUn_AADN03016326
ChrUn_7180000964312	unplaced-scaffold	na	na	AADN03016327.1	=	NW_003768281.1	Primary Assembly	1255	chrUn_AADN03016327
ChrUn_7180000979076	unplaced-scaffold	na	na	AADN03016328.1	=	NW_003779655.1	Primary Assembly	5194	chrUn_AADN03016328
ChrUn_7180000974698	unplaced-scaffold	na	na	AADN03016329.1	=	NW_003776109.1	Primary Assembly	1101	chrUn_AADN03016329
ChrUn_7180000965548	unplaced-scaffold	na	na	AADN03016330.1	=	NW_003769334.1	Primary Assembly	1129	chrUn_AADN03016330
ChrUn_7180000964169	unplaced-scaffold	na	na	AADN03016331.1	=	NW_003768159.1	Primary Assembly	1175	chrUn_AADN03016331
ChrUn_7180000967218	unplaced-scaffold	na	na	AADN03016332.1	=	NW_003770773.1	Primary Assembly	1108	chrUn_AADN03016332
ChrUn_7180000975837	unplaced-scaffold	na	na	AADN03016334.1	=	NW_003777151.1	Primary Assembly	1398	chrUn_AADN03016334
ChrUn_7180000975201	unplaced-scaffold	na	na	AADN03016335.1	=	NW_003776558.1	Primary Assembly	2104	chrUn_AADN03016335
ChrUn_7180000975678	unplaced-scaffold	na	na	AADN03016336.1	=	NW_003776996.1	Primary Assembly	1169	chrUn_AADN03016336
ChrUn_7180000964195	unplaced-scaffold	na	na	AADN03016337.1	=	NW_003768183.1	Primary Assembly	1493	chrUn_AADN03016337
ChrUn_7180000974109	unplaced-scaffold	na	na	AADN03016338.1	=	NW_003775575.1	Primary Assembly	1045	chrUn_AADN03016338
ChrUn_7180000972964	unplaced-scaffold	na	na	AADN03016339.1	=	NW_003774576.1	Primary Assembly	1303	chrUn_AADN03016339
ChrUn_7180000976159	unplaced-scaffold	na	na	AADN03016340.1	=	NW_003777454.1	Primary Assembly	1574	chrUn_AADN03016340
ChrUn_7180000974685	unplaced-scaffold	na	na	AADN03016341.1	=	NW_003776096.1	Primary Assembly	1076	chrUn_AADN03016341
ChrUn_7180000975318	unplaced-scaffold	na	na	AADN03016344.1	=	NW_003776663.1	Primary Assembly	8407	chrUn_AADN03016344
ChrUn_7180000974532	unplaced-scaffold	na	na	AADN03016345.1	=	NW_003775962.1	Primary Assembly	1058	chrUn_AADN03016345
ChrUn_7180000964191	unplaced-scaffold	na	na	AADN03016346.1	=	NW_003768179.1	Primary Assembly	3061	chrUn_AADN03016346
ChrUn_7180000968313	unplaced-scaffold	na	na	AADN03016347.1	=	NW_003771563.1	Primary Assembly	1039	chrUn_AADN03016347
ChrUn_7180000973081	unplaced-scaffold	na	na	AADN03016348.1	=	NW_003774677.1	Primary Assembly	1021	chrUn_AADN03016348
ChrUn_7180000963778	unplaced-scaffold	na	na	AADN03016350.1	=	NW_003767836.1	Primary Assembly	1204	chrUn_AADN03016350
ChrUn_7180000974084	unplaced-scaffold	na	na	AADN03016351.1	=	NW_003775550.1	Primary Assembly	1161	chrUn_AADN03016351
ChrUn_7180000972439	unplaced-scaffold	na	na	AADN03016353.1	=	NW_003774101.1	Primary Assembly	1299	chrUn_AADN03016353
ChrUn_7180000967080	unplaced-scaffold	na	na	AADN03016354.1	=	NW_003770653.1	Primary Assembly	1441	chrUn_AADN03016354
ChrUn_7180000972481	unplaced-scaffold	na	na	AADN03016355.1	=	NW_003774141.1	Primary Assembly	1190	chrUn_AADN03016355
ChrUn_7180000968355	unplaced-scaffold	na	na	AADN03016356.1	=	NW_003771605.1	Primary Assembly	1246	chrUn_AADN03016356
ChrUn_7180000977182	unplaced-scaffold	na	na	AADN03016358.1	=	NW_003778401.1	Primary Assembly	1128	chrUn_AADN03016358
ChrUn_7180000974940	unplaced-scaffold	na	na	AADN03016359.1	=	NW_003776322.1	Primary Assembly	1114	chrUn_AADN03016359
ChrUn_7180000973157	unplaced-scaffold	na	na	AADN03016360.1	=	NW_003774740.1	Primary Assembly	1467	chrUn_AADN03016360
ChrUn_7180000974849	unplaced-scaffold	na	na	AADN03016361.1	=	NW_003776244.1	Primary Assembly	1074	chrUn_AADN03016361
ChrUn_7180000965288	unplaced-scaffold	na	na	AADN03016362.1	=	NW_003769106.1	Primary Assembly	1548	chrUn_AADN03016362
ChrUn_7180000966077	unplaced-scaffold	na	na	AADN03016364.1	=	NW_003769784.1	Primary Assembly	1081	chrUn_AADN03016364
ChrUn_7180000972559	unplaced-scaffold	na	na	AADN03016365.1	=	NW_003774210.1	Primary Assembly	1403	chrUn_AADN03016365
ChrUn_7180000977045	unplaced-scaffold	na	na	AADN03016367.1	=	NW_003778281.1	Primary Assembly	1043	chrUn_AADN03016367
ChrUn_7180000972188	unplaced-scaffold	na	na	AADN03016368.1	=	NW_003773891.1	Primary Assembly	1272	chrUn_AADN03016368
ChrUn_7180000963782	unplaced-scaffold	na	na	AADN03016369.1	=	NW_003767840.1	Primary Assembly	1163	chrUn_AADN03016369
ChrUn_7180000971253	unplaced-scaffold	na	na	AADN03016371.1	=	NW_003773097.1	Primary Assembly	1103	chrUn_AADN03016371
ChrUn_7180000968725	unplaced-scaffold	na	na	AADN03016372.1	=	NW_003771862.1	Primary Assembly	1026	chrUn_AADN03016372
ChrUn_7180000974155	unplaced-scaffold	na	na	AADN03016373.1	=	NW_003775619.1	Primary Assembly	10425	chrUn_AADN03016373
ChrUn_7180000974471	unplaced-scaffold	na	na	AADN03016375.1	=	NW_003775902.1	Primary Assembly	1409	chrUn_AADN03016375
ChrUn_7180000970341	unplaced-scaffold	na	na	AADN03016376.1	=	NW_003772484.1	Primary Assembly	1453	chrUn_AADN03016376
ChrUn_7180000974267	unplaced-scaffold	na	na	AADN03016377.1	=	NW_003775717.1	Primary Assembly	1310	chrUn_AADN03016377
ChrUn_7180000974089	unplaced-scaffold	na	na	AADN03016378.1	=	NW_003775555.1	Primary Assembly	1087	chrUn_AADN03016378
ChrUn_7180000961375	unplaced-scaffold	na	na	AADN03016380.1	=	NW_003766232.1	Primary Assembly	1682	chrUn_AADN03016380
ChrUn_7180000971061	unplaced-scaffold	na	na	AADN03016381.1	=	NW_003772937.1	Primary Assembly	1147	chrUn_AADN03016381
ChrUn_7180000967998	unplaced-scaffold	na	na	AADN03016383.1	=	NW_003771367.1	Primary Assembly	1079	chrUn_AADN03016383
ChrUn_7180000974149	unplaced-scaffold	na	na	AADN03016384.1	=	NW_003775613.1	Primary Assembly	1095	chrUn_AADN03016384
ChrUn_7180000975477	unplaced-scaffold	na	na	AADN03016385.1	=	NW_003776809.1	Primary Assembly	2019	chrUn_AADN03016385
ChrUn_7180000971771	unplaced-scaffold	na	na	AADN03016386.1	=	NW_003773533.1	Primary Assembly	1020	chrUn_AADN03016386
ChrUn_7180000973141	unplaced-scaffold	na	na	AADN03016391.1	=	NW_003774724.1	Primary Assembly	1082	chrUn_AADN03016391
ChrUn_7180000977406	unplaced-scaffold	na	na	AADN03016392.1	=	NW_003778601.1	Primary Assembly	1563	chrUn_AADN03016392
ChrUn_7180000964770	unplaced-scaffold	na	na	AADN03016394.1	=	NW_003768668.1	Primary Assembly	1024	chrUn_AADN03016394
ChrUn_7180000975923	unplaced-scaffold	na	na	AADN03016395.1	=	NW_003777232.1	Primary Assembly	1320	chrUn_AADN03016395
ChrUn_7180000972355	unplaced-scaffold	na	na	AADN03016396.1	=	NW_003774028.1	Primary Assembly	1264	chrUn_AADN03016396
ChrUn_7180000963763	unplaced-scaffold	na	na	AADN03016397.1	=	NW_003767825.1	Primary Assembly	1069	chrUn_AADN03016397
ChrUn_7180000970716	unplaced-scaffold	na	na	AADN03016398.1	=	NW_003772676.1	Primary Assembly	1336	chrUn_AADN03016398
ChrUn_7180000967626	unplaced-scaffold	na	na	AADN03016399.1	=	NW_003771088.1	Primary Assembly	1422	chrUn_AADN03016399
ChrUn_7180000975039	unplaced-scaffold	na	na	AADN03016400.1	=	NW_003776409.1	Primary Assembly	1395	chrUn_AADN03016400
ChrUn_7180000971482	unplaced-scaffold	na	na	AADN03016401.1	=	NW_003773291.1	Primary Assembly	1365	chrUn_AADN03016401
ChrUn_7180000970813	unplaced-scaffold	na	na	AADN03016402.1	=	NW_003772740.1	Primary Assembly	1009	chrUn_AADN03016402
ChrUn_7180000974985	unplaced-scaffold	na	na	AADN03016403.1	=	NW_003776361.1	Primary Assembly	1015	chrUn_AADN03016403
ChrUn_7180000970687	unplaced-scaffold	na	na	AADN03016405.1	=	NW_003772654.1	Primary Assembly	12763	chrUn_AADN03016405
ChrUn_7180000968309	unplaced-scaffold	na	na	AADN03016406.1	=	NW_003771559.1	Primary Assembly	1089	chrUn_AADN03016406
ChrUn_7180000965230	unplaced-scaffold	na	na	AADN03016408.1	=	NW_003769051.1	Primary Assembly	1080	chrUn_AADN03016408
ChrUn_7180000975712	unplaced-scaffold	na	na	AADN03016411.1	=	NW_003777029.1	Primary Assembly	1103	chrUn_AADN03016411
ChrUn_7180000968391	unplaced-scaffold	na	na	AADN03016412.1	=	NW_003771634.1	Primary Assembly	1220	chrUn_AADN03016412
ChrUn_7180000972528	unplaced-scaffold	na	na	AADN03016413.1	=	NW_003774184.1	Primary Assembly	1176	chrUn_AADN03016413
ChrUn_7180000964985	unplaced-scaffold	na	na	AADN03016414.1	=	NW_003768844.1	Primary Assembly	1034	chrUn_AADN03016414
ChrUn_7180000963541	unplaced-scaffold	na	na	AADN03016415.1	=	NW_003767644.1	Primary Assembly	1857	chrUn_AADN03016415
ChrUn_7180000964371	unplaced-scaffold	na	na	AADN03016416.1	=	NW_003768329.1	Primary Assembly	1675	chrUn_AADN03016416
ChrUn_7180000961896	unplaced-scaffold	na	na	AADN03016417.1	=	NW_003766487.1	Primary Assembly	1073	chrUn_AADN03016417
ChrUn_7180000971469	unplaced-scaffold	na	na	AADN03016418.1	=	NW_003773279.1	Primary Assembly	1486	chrUn_AADN03016418
ChrUn_7180000964762	unplaced-scaffold	na	na	AADN03016419.1	=	NW_003768661.1	Primary Assembly	1561	chrUn_AADN03016419
ChrUn_7180000973830	unplaced-scaffold	na	na	AADN03016420.1	=	NW_003775324.1	Primary Assembly	1412	chrUn_AADN03016420
ChrUn_7180000966056	unplaced-scaffold	na	na	AADN03016421.1	=	NW_003769766.1	Primary Assembly	6780	chrUn_AADN03016421
ChrUn_7180000973532	unplaced-scaffold	na	na	AADN03016422.1	=	NW_003775061.1	Primary Assembly	1284	chrUn_AADN03016422
ChrUn_7180000963474	unplaced-scaffold	na	na	AADN03016423.1	=	NW_003767594.1	Primary Assembly	1306	chrUn_AADN03016423
ChrUn_7180000963688	unplaced-scaffold	na	na	AADN03016424.1	=	NW_003767766.1	Primary Assembly	1277	chrUn_AADN03016424
ChrUn_7180000973657	unplaced-scaffold	na	na	AADN03016425.1	=	NW_003775172.1	Primary Assembly	1016	chrUn_AADN03016425
ChrUn_7180000977691	unplaced-scaffold	na	na	AADN03016427.1	=	NW_003778824.1	Primary Assembly	1034	chrUn_AADN03016427
ChrUn_7180000965602	unplaced-scaffold	na	na	AADN03016428.1	=	NW_003769380.1	Primary Assembly	1456	chrUn_AADN03016428
ChrUn_7180000965702	unplaced-scaffold	na	na	AADN03016429.1	=	NW_003769460.1	Primary Assembly	1217	chrUn_AADN03016429
ChrUn_7180000977735	unplaced-scaffold	na	na	AADN03016433.1	=	NW_003778866.1	Primary Assembly	1964	chrUn_AADN03016433
ChrUn_7180000974902	unplaced-scaffold	na	na	AADN03016434.1	=	NW_003776291.1	Primary Assembly	1044	chrUn_AADN03016434
ChrUn_7180000967678	unplaced-scaffold	na	na	AADN03016435.1	=	NW_003771136.1	Primary Assembly	1220	chrUn_AADN03016435
ChrUn_7180000973781	unplaced-scaffold	na	na	AADN03016436.1	=	NW_003775285.1	Primary Assembly	1043	chrUn_AADN03016436
ChrUn_7180000970951	unplaced-scaffold	na	na	AADN03016437.1	=	NW_003772850.1	Primary Assembly	1046	chrUn_AADN03016437
ChrUn_7180000962773	unplaced-scaffold	na	na	AADN03016440.1	=	NW_003767078.1	Primary Assembly	625	chrUn_AADN03016440
ChrUn_7180000962152	unplaced-scaffold	na	na	AADN03016442.1	=	NW_003766638.1	Primary Assembly	1028	chrUn_AADN03016442
ChrUn_7180000973300	unplaced-scaffold	na	na	AADN03016443.1	=	NW_003774867.1	Primary Assembly	1073	chrUn_AADN03016443
ChrUn_7180000968236	unplaced-scaffold	na	na	AADN03016444.1	=	NW_003771544.1	Primary Assembly	1355	chrUn_AADN03016444
ChrUn_7180000975117	unplaced-scaffold	na	na	AADN03016445.1	=	NW_003776481.1	Primary Assembly	1250	chrUn_AADN03016445
ChrUn_7180000972380	unplaced-scaffold	na	na	AADN03016446.1	=	NW_003774050.1	Primary Assembly	1149	chrUn_AADN03016446
ChrUn_7180000977006	unplaced-scaffold	na	na	AADN03016447.1	=	NW_003778243.1	Primary Assembly	1347	chrUn_AADN03016447
ChrUn_7180000965973	unplaced-scaffold	na	na	AADN03016448.1	=	NW_003769692.1	Primary Assembly	1136	chrUn_AADN03016448
ChrUn_7180000976345	unplaced-scaffold	na	na	AADN03016449.1	=	NW_003777628.1	Primary Assembly	1003	chrUn_AADN03016449
ChrUn_7180000962228	unplaced-scaffold	na	na	AADN03016450.1	=	NW_003766691.1	Primary Assembly	18195	chrUn_AADN03016450
ChrUn_7180000962370	unplaced-scaffold	na	na	AADN03016452.1	=	NW_003766792.1	Primary Assembly	1228	chrUn_AADN03016452
ChrUn_7180000975338	unplaced-scaffold	na	na	AADN03016453.1	=	NW_003776681.1	Primary Assembly	1180	chrUn_AADN03016453
ChrUn_7180000976362	unplaced-scaffold	na	na	AADN03016454.1	=	NW_003777645.1	Primary Assembly	1137	chrUn_AADN03016454
ChrUn_7180000963224	unplaced-scaffold	na	na	AADN03016456.1	=	NW_003767406.1	Primary Assembly	1255	chrUn_AADN03016456
ChrUn_7180000978393	unplaced-scaffold	na	na	AADN03016457.1	=	NW_003779321.1	Primary Assembly	1210	chrUn_AADN03016457
ChrUn_7180000962456	unplaced-scaffold	na	na	AADN03016459.1	=	NW_003766845.1	Primary Assembly	1445	chrUn_AADN03016459
ChrUn_7180000974050	unplaced-scaffold	na	na	AADN03016460.1	=	NW_003775517.1	Primary Assembly	1389	chrUn_AADN03016460
ChrUn_7180000964924	unplaced-scaffold	na	na	AADN03016461.1	=	NW_003768793.1	Primary Assembly	1024	chrUn_AADN03016461
ChrUn_7180000974406	unplaced-scaffold	na	na	AADN03016462.1	=	NW_003775843.1	Primary Assembly	1034	chrUn_AADN03016462
ChrUn_7180000967666	unplaced-scaffold	na	na	AADN03016463.1	=	NW_003771124.1	Primary Assembly	1644	chrUn_AADN03016463
ChrUn_7180000964301	unplaced-scaffold	na	na	AADN03016465.1	=	NW_003768271.1	Primary Assembly	1102	chrUn_AADN03016465
ChrUn_7180000967421	unplaced-scaffold	na	na	AADN03016467.1	=	NW_003770937.1	Primary Assembly	1404	chrUn_AADN03016467
ChrUn_7180000961381	unplaced-scaffold	na	na	AADN03016469.1	=	NW_003766235.1	Primary Assembly	450	chrUn_AADN03016469
ChrUn_7180000969613	unplaced-scaffold	na	na	AADN03016470.1	=	NW_003772306.1	Primary Assembly	1015	chrUn_AADN03016470
ChrUn_7180000966123	unplaced-scaffold	na	na	AADN03016471.1	=	NW_003769826.1	Primary Assembly	1087	chrUn_AADN03016471
ChrUn_7180000979519	unplaced-scaffold	na	na	AADN03016472.1	=	NW_003779973.1	Primary Assembly	1187	chrUn_AADN03016472
ChrUn_7180000961907	unplaced-scaffold	na	na	AADN03016474.1	=	NW_003766493.1	Primary Assembly	1162	chrUn_AADN03016474
ChrUn_7180000978676	unplaced-scaffold	na	na	AADN03016475.1	=	NW_003779473.1	Primary Assembly	1461	chrUn_AADN03016475
ChrUn_7180000961685	unplaced-scaffold	na	na	AADN03016476.1	=	NW_003766374.1	Primary Assembly	1118	chrUn_AADN03016476
ChrUn_7180000974580	unplaced-scaffold	na	na	AADN03016477.1	=	NW_003776007.1	Primary Assembly	1118	chrUn_AADN03016477
ChrUn_7180000966260	unplaced-scaffold	na	na	AADN03016478.1	=	NW_003769944.1	Primary Assembly	1591	chrUn_AADN03016478
ChrUn_7180000965714	unplaced-scaffold	na	na	AADN03016479.1	=	NW_003769471.1	Primary Assembly	1045	chrUn_AADN03016479
ChrUn_7180000962921	unplaced-scaffold	na	na	AADN03016481.1	=	NW_003767187.1	Primary Assembly	1108	chrUn_AADN03016481
ChrUn_7180000972836	unplaced-scaffold	na	na	AADN03016482.1	=	NW_003774465.1	Primary Assembly	1450	chrUn_AADN03016482
ChrUn_7180000971341	unplaced-scaffold	na	na	AADN03016483.1	=	NW_003773173.1	Primary Assembly	1404	chrUn_AADN03016483
ChrUn_7180000977086	unplaced-scaffold	na	na	AADN03016484.1	=	NW_003778317.1	Primary Assembly	2657	chrUn_AADN03016484
ChrUn_7180000975495	unplaced-scaffold	na	na	AADN03016485.1	=	NW_003776824.1	Primary Assembly	1715	chrUn_AADN03016485
ChrUn_7180000971075	unplaced-scaffold	na	na	AADN03016486.1	=	NW_003772949.1	Primary Assembly	1216	chrUn_AADN03016486
ChrUn_7180000979868	unplaced-scaffold	na	na	AADN03016487.1	=	NW_003780145.1	Primary Assembly	1028	chrUn_AADN03016487
ChrUn_7180000961461	unplaced-scaffold	na	na	AADN03016488.1	=	NW_003766278.1	Primary Assembly	1180	chrUn_AADN03016488
ChrUn_7180000972431	unplaced-scaffold	na	na	AADN03016489.1	=	NW_003774093.1	Primary Assembly	1301	chrUn_AADN03016489
