# Assembly name:  Gallus_gallus-5.0
# Organism name:  Gallus gallus (chicken)
# Infraspecific name:  breed=Red Jungle fowl, inbred line UCD001
# Isolate:  RJF #256
# Sex:  female
# Taxid:          9031
# BioSample:      SAMN02981218
# BioProject:     PRJNA10808
# Submitter:      International Chicken Genome Consortium
# Date:           2015-12-16
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    AADN04
# Assembly method: MHAP/PBcR v. 8.2beta
# Genome coverage: 70x
# Sequencing technology: Sanger; 454; Illumina; PacBio
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_000002315.3
# RefSeq assembly accession: GCF_000002315.4
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000000185.3	GCF_000000185.3	Primary Assembly
## 	GCF_000184395.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
chrUn_Scaffold8429	unplaced-scaffold	na	na	AADN04007812.1	=	NT_468900.1	Primary Assembly	10705	na
chrUn_Scaffold8432	unplaced-scaffold	na	na	AADN04007816.1	=	NT_468902.1	Primary Assembly	10700	na
chrUn_Scaffold8433	unplaced-scaffold	na	na	AADN04007817.1	=	NT_468903.1	Primary Assembly	10698	na
chrUn_Scaffold8434	unplaced-scaffold	na	na	AADN04007818.1	=	NT_468904.1	Primary Assembly	10705	na
chrUn_Scaffold8436	unplaced-scaffold	na	na	AADN04007820.1	=	NT_468905.1	Primary Assembly	10702	na
chrUn_Scaffold8438	unplaced-scaffold	na	na	AADN04007821.1	=	NT_468906.1	Primary Assembly	10686	na
chrUn_Scaffold8439	unplaced-scaffold	na	na	AADN04007822.1	=	NT_468907.1	Primary Assembly	10688	na
chrUn_Scaffold8440	unplaced-scaffold	na	na	AADN04007823.1	=	NT_468908.1	Primary Assembly	10687	na
chrUn_Scaffold8443	unplaced-scaffold	na	na	AADN04007825.1	=	NT_468909.1	Primary Assembly	10686	na
chrUn_Scaffold8449	unplaced-scaffold	na	na	AADN04007833.1	=	NT_468912.1	Primary Assembly	10686	na
chrUn_Scaffold8453	unplaced-scaffold	na	na	AADN04007837.1	=	NT_468913.1	Primary Assembly	10677	na
chrUn_Scaffold8454	unplaced-scaffold	na	na	AADN04007838.1	=	NT_468914.1	Primary Assembly	10676	na
chrUn_Scaffold8455	unplaced-scaffold	na	na	AADN04007839.1	=	NT_468915.1	Primary Assembly	10677	na
chrUn_Scaffold8456	unplaced-scaffold	na	na	AADN04007840.1	=	NT_468916.1	Primary Assembly	10675	na
chrUn_Scaffold8458	unplaced-scaffold	na	na	AADN04007842.1	=	NT_468917.1	Primary Assembly	10674	na
chrUn_Scaffold8460	unplaced-scaffold	na	na	AADN04007844.1	=	NT_468918.1	Primary Assembly	10670	na
chrUn_Scaffold8462	unplaced-scaffold	na	na	AADN04007846.1	=	NT_468919.1	Primary Assembly	10671	na
chrUn_Scaffold8463	unplaced-scaffold	na	na	AADN04007847.1	=	NT_468920.1	Primary Assembly	10667	na
chrUn_Scaffold8465	unplaced-scaffold	na	na	AADN04007849.1	=	NT_468921.1	Primary Assembly	10712	na
chrUn_Scaffold8467	unplaced-scaffold	na	na	AADN04007851.1	=	NT_468922.1	Primary Assembly	10665	na
chrUn_Scaffold8468	unplaced-scaffold	na	na	AADN04007852.1	=	NT_468923.1	Primary Assembly	10664	na
chrUn_Scaffold8469	unplaced-scaffold	na	na	AADN04007853.1	=	NT_468924.1	Primary Assembly	10663	na
chrUn_Scaffold8470	unplaced-scaffold	na	na	AADN04007854.1	=	NT_468925.1	Primary Assembly	10657	na
chrUn_Scaffold8471	unplaced-scaffold	na	na	AADN04007855.1	=	NT_468926.1	Primary Assembly	10665	na
chrUn_Scaffold8474	unplaced-scaffold	na	na	AADN04007858.1	=	NT_468927.1	Primary Assembly	10657	na
chrUn_Scaffold8475	unplaced-scaffold	na	na	AADN04007859.1	=	NT_468928.1	Primary Assembly	10656	na
chrUn_Scaffold8476	unplaced-scaffold	na	na	AADN04007860.1	=	NT_468929.1	Primary Assembly	10650	na
chrUn_Scaffold8477	unplaced-scaffold	na	na	AADN04007861.1	=	NT_468930.1	Primary Assembly	10655	na
chrUn_Scaffold8478	unplaced-scaffold	na	na	AADN04007862.1	=	NT_468931.1	Primary Assembly	10653	na
chrUn_Scaffold8479	unplaced-scaffold	na	na	AADN04007863.1	=	NT_468932.1	Primary Assembly	10651	na
chrUn_Scaffold8480	unplaced-scaffold	na	na	AADN04007864.1	=	NT_468933.1	Primary Assembly	10650	na
chrUn_Scaffold8481	unplaced-scaffold	na	na	AADN04007865.1	=	NT_468934.1	Primary Assembly	10651	na
chrUn_Scaffold8482	unplaced-scaffold	na	na	AADN04007866.1	=	NT_468935.1	Primary Assembly	10649	na
chrUn_Scaffold8484	unplaced-scaffold	na	na	AADN04007868.1	=	NT_468936.1	Primary Assembly	10649	na
chrUn_Scaffold8487	unplaced-scaffold	na	na	AADN04007872.1	=	NT_468938.1	Primary Assembly	10641	na
chrUn_Scaffold8490	unplaced-scaffold	na	na	AADN04007875.1	=	NT_468939.1	Primary Assembly	10635	na
chrUn_Scaffold8492	unplaced-scaffold	na	na	AADN04007877.1	=	NT_468940.1	Primary Assembly	10634	na
chrUn_Scaffold8494	unplaced-scaffold	na	na	AADN04007878.1	=	NT_468941.1	Primary Assembly	10634	na
chrUn_Scaffold8497	unplaced-scaffold	na	na	AADN04007882.1	=	NT_468942.1	Primary Assembly	10625	na
chrUn_Scaffold8499	unplaced-scaffold	na	na	AADN04007884.1	=	NT_468943.1	Primary Assembly	10628	na
chrUn_Scaffold8500	unplaced-scaffold	na	na	AADN04007885.1	=	NT_468944.1	Primary Assembly	10628	na
chrUn_Scaffold8502	unplaced-scaffold	na	na	AADN04007887.1	=	NT_468945.1	Primary Assembly	10626	na
chrUn_Scaffold8505	unplaced-scaffold	na	na	AADN04007890.1	=	NT_468946.1	Primary Assembly	10623	na
chrUn_Scaffold8506	unplaced-scaffold	na	na	AADN04007891.1	=	NT_468947.1	Primary Assembly	10620	na
chrUn_Scaffold8508	unplaced-scaffold	na	na	AADN04007893.1	=	NT_468948.1	Primary Assembly	10618	na
chrUn_Scaffold8509	unplaced-scaffold	na	na	AADN04007894.1	=	NT_468949.1	Primary Assembly	10618	na
chrUn_Scaffold8511	unplaced-scaffold	na	na	AADN04007897.1	=	NT_468951.1	Primary Assembly	10615	na
chrUn_Scaffold8512	unplaced-scaffold	na	na	AADN04007898.1	=	NT_468952.1	Primary Assembly	10615	na
chrUn_Scaffold8513	unplaced-scaffold	na	na	AADN04007899.1	=	NT_468953.1	Primary Assembly	10618	na
chrUn_Scaffold8514	unplaced-scaffold	na	na	AADN04007900.1	=	NT_468954.1	Primary Assembly	10613	na
chrUn_Scaffold8515	unplaced-scaffold	na	na	AADN04007901.1	=	NT_468955.1	Primary Assembly	10613	na
chrUn_Scaffold8516	unplaced-scaffold	na	na	AADN04007902.1	=	NT_468956.1	Primary Assembly	10612	na
chrUn_Scaffold8519	unplaced-scaffold	na	na	AADN04007905.1	=	NT_468957.1	Primary Assembly	10615	na
chrUn_Scaffold8520	unplaced-scaffold	na	na	AADN04007906.1	=	NT_468958.1	Primary Assembly	10615	na
chrUn_Scaffold8522	unplaced-scaffold	na	na	AADN04007908.1	=	NT_468959.1	Primary Assembly	10607	na
chrUn_Scaffold8523	unplaced-scaffold	na	na	AADN04007909.1	=	NT_468960.1	Primary Assembly	10607	na
chrUn_Scaffold8525	unplaced-scaffold	na	na	AADN04007911.1	=	NT_468961.1	Primary Assembly	10602	na
chrUn_Scaffold8527	unplaced-scaffold	na	na	AADN04007912.1	=	NT_468962.1	Primary Assembly	10600	na
chrUn_Scaffold8528	unplaced-scaffold	na	na	AADN04007913.1	=	NT_468963.1	Primary Assembly	10593	na
chrUn_Scaffold8532	unplaced-scaffold	na	na	AADN04007916.1	=	NT_468964.1	Primary Assembly	10588	na
chrUn_Scaffold8534	unplaced-scaffold	na	na	AADN04007918.1	=	NT_468965.1	Primary Assembly	10592	na
chrUn_Scaffold8535	unplaced-scaffold	na	na	AADN04007919.1	=	NT_468966.1	Primary Assembly	10590	na
chrUn_Scaffold8536	unplaced-scaffold	na	na	AADN04007920.1	=	NT_468967.1	Primary Assembly	10589	na
chrUn_Scaffold8537	unplaced-scaffold	na	na	AADN04007921.1	=	NT_468968.1	Primary Assembly	10587	na
chrUn_Scaffold8539	unplaced-scaffold	na	na	AADN04007922.1	=	NT_468969.1	Primary Assembly	10586	na
chrUn_Scaffold8541	unplaced-scaffold	na	na	AADN04007924.1	=	NT_468970.1	Primary Assembly	10580	na
chrUn_Scaffold8544	unplaced-scaffold	na	na	AADN04007926.1	=	NT_468971.1	Primary Assembly	10582	na
chrUn_Scaffold8545	unplaced-scaffold	na	na	AADN04007927.1	=	NT_468972.1	Primary Assembly	10580	na
chrUn_Scaffold8546	unplaced-scaffold	na	na	AADN04007928.1	=	NT_468973.1	Primary Assembly	10579	na
chrUn_Scaffold8547	unplaced-scaffold	na	na	AADN04007929.1	=	NT_468974.1	Primary Assembly	10578	na
chrUn_Scaffold8550	unplaced-scaffold	na	na	AADN04007932.1	=	NT_468975.1	Primary Assembly	10577	na
chrUn_Scaffold8551	unplaced-scaffold	na	na	AADN04007933.1	=	NT_468976.1	Primary Assembly	10576	na
chrUn_Scaffold8552	unplaced-scaffold	na	na	AADN04007934.1	=	NT_468977.1	Primary Assembly	10574	na
chrUn_Scaffold8556	unplaced-scaffold	na	na	AADN04007938.1	=	NT_468978.1	Primary Assembly	10569	na
chrUn_Scaffold8557	unplaced-scaffold	na	na	AADN04007939.1	=	NT_468979.1	Primary Assembly	10568	na
chrUn_Scaffold8558	unplaced-scaffold	na	na	AADN04007940.1	=	NT_468980.1	Primary Assembly	10566	na
chrUn_Scaffold8559	unplaced-scaffold	na	na	AADN04007941.1	=	NT_468981.1	Primary Assembly	10569	na
chrUn_Scaffold8563	unplaced-scaffold	na	na	AADN04007945.1	=	NT_468982.1	Primary Assembly	10560	na
chrUn_Scaffold8564	unplaced-scaffold	na	na	AADN04007946.1	=	NT_468983.1	Primary Assembly	10559	na
chrUn_Scaffold8566	unplaced-scaffold	na	na	AADN04007948.1	=	NT_468984.1	Primary Assembly	10558	na
chrUn_Scaffold8567	unplaced-scaffold	na	na	AADN04007949.1	=	NT_468985.1	Primary Assembly	10557	na
chrUn_Scaffold8569	unplaced-scaffold	na	na	AADN04007951.1	=	NT_468986.1	Primary Assembly	10556	na
chrUn_Scaffold8570	unplaced-scaffold	na	na	AADN04007952.1	=	NT_468987.1	Primary Assembly	10556	na
chrUn_Scaffold8571	unplaced-scaffold	na	na	AADN04007953.1	=	NT_468988.1	Primary Assembly	10556	na
chrUn_Scaffold8572	unplaced-scaffold	na	na	AADN04007954.1	=	NT_468989.1	Primary Assembly	10555	na
chrUn_Scaffold8573	unplaced-scaffold	na	na	AADN04007955.1	=	NT_468990.1	Primary Assembly	10553	na
chrUn_Scaffold8574	unplaced-scaffold	na	na	AADN04007956.1	=	NT_468991.1	Primary Assembly	10553	na
chrUn_Scaffold8575	unplaced-scaffold	na	na	AADN04007957.1	=	NT_468992.1	Primary Assembly	10554	na
chrUn_Scaffold8577	unplaced-scaffold	na	na	AADN04007960.1	=	NT_468994.1	Primary Assembly	10553	na
chrUn_Scaffold8578	unplaced-scaffold	na	na	AADN04007961.1	=	NT_468995.1	Primary Assembly	10551	na
chrUn_Scaffold8579	unplaced-scaffold	na	na	AADN04007962.1	=	NT_468996.1	Primary Assembly	10549	na
chrUn_Scaffold8580	unplaced-scaffold	na	na	AADN04007963.1	=	NT_468997.1	Primary Assembly	10547	na
chrUn_Scaffold8584	unplaced-scaffold	na	na	AADN04007966.1	=	NT_468998.1	Primary Assembly	10546	na
chrUn_Scaffold8586	unplaced-scaffold	na	na	AADN04007967.1	=	NT_468999.1	Primary Assembly	10545	na
chrUn_Scaffold8590	unplaced-scaffold	na	na	AADN04007972.1	=	NT_469000.1	Primary Assembly	10544	na
chrUn_Scaffold8591	unplaced-scaffold	na	na	AADN04007973.1	=	NT_469001.1	Primary Assembly	10544	na
chrUn_Scaffold8592	unplaced-scaffold	na	na	AADN04007974.1	=	NT_469002.1	Primary Assembly	10543	na
chrUn_Scaffold8594	unplaced-scaffold	na	na	AADN04007976.1	=	NT_469003.1	Primary Assembly	10542	na
chrUn_Scaffold8595	unplaced-scaffold	na	na	AADN04007977.1	=	NT_469004.1	Primary Assembly	10550	na
chrUn_Scaffold8596	unplaced-scaffold	na	na	AADN04007978.1	=	NT_469005.1	Primary Assembly	10551	na
chrUn_Scaffold8597	unplaced-scaffold	na	na	AADN04007979.1	=	NT_469006.1	Primary Assembly	10540	na
chrUn_Scaffold8599	unplaced-scaffold	na	na	AADN04007981.1	=	NT_469007.1	Primary Assembly	10537	na
chrUn_Scaffold8600	unplaced-scaffold	na	na	AADN04007982.1	=	NT_469008.1	Primary Assembly	10534	na
chrUn_Scaffold8602	unplaced-scaffold	na	na	AADN04007984.1	=	NT_469009.1	Primary Assembly	10539	na
chrUn_Scaffold8603	unplaced-scaffold	na	na	AADN04007985.1	=	NT_469010.1	Primary Assembly	10532	na
chrUn_Scaffold8604	unplaced-scaffold	na	na	AADN04007986.1	=	NT_469011.1	Primary Assembly	10554	na
chrUn_Scaffold8605	unplaced-scaffold	na	na	AADN04007987.1	=	NT_469012.1	Primary Assembly	10531	na
chrUn_Scaffold8607	unplaced-scaffold	na	na	AADN04007989.1	=	NT_469013.1	Primary Assembly	10528	na
chrUn_Scaffold8610	unplaced-scaffold	na	na	AADN04007992.1	=	NT_469014.1	Primary Assembly	10547	na
chrUn_Scaffold8611	unplaced-scaffold	na	na	AADN04007993.1	=	NT_469015.1	Primary Assembly	10524	na
chrUn_Scaffold8614	unplaced-scaffold	na	na	AADN04007996.1	=	NT_469016.1	Primary Assembly	10527	na
chrUn_Scaffold8615	unplaced-scaffold	na	na	AADN04007997.1	=	NT_469017.1	Primary Assembly	10529	na
chrUn_Scaffold8616	unplaced-scaffold	na	na	AADN04007998.1	=	NT_469018.1	Primary Assembly	10526	na
chrUn_Scaffold8617	unplaced-scaffold	na	na	AADN04007999.1	=	NT_469019.1	Primary Assembly	10522	na
chrUn_Scaffold8618	unplaced-scaffold	na	na	AADN04008000.1	=	NT_469020.1	Primary Assembly	10525	na
chrUn_Scaffold8619	unplaced-scaffold	na	na	AADN04008001.1	=	NT_469021.1	Primary Assembly	10523	na
chrUn_Scaffold8621	unplaced-scaffold	na	na	AADN04008003.1	=	NT_469022.1	Primary Assembly	10521	na
chrUn_Scaffold8622	unplaced-scaffold	na	na	AADN04008004.1	=	NT_469023.1	Primary Assembly	10523	na
chrUn_Scaffold8624	unplaced-scaffold	na	na	AADN04008006.1	=	NT_469024.1	Primary Assembly	10517	na
chrUn_Scaffold8625	unplaced-scaffold	na	na	AADN04008007.1	=	NT_469025.1	Primary Assembly	10514	na
chrUn_Scaffold8626	unplaced-scaffold	na	na	AADN04008008.1	=	NT_469026.1	Primary Assembly	10515	na
chrUn_Scaffold8629	unplaced-scaffold	na	na	AADN04008012.1	=	NT_469027.1	Primary Assembly	10513	na
chrUn_Scaffold8630	unplaced-scaffold	na	na	AADN04008013.1	=	NT_469028.1	Primary Assembly	10512	na
chrUn_Scaffold8636	unplaced-scaffold	na	na	AADN04008019.1	=	NT_469029.1	Primary Assembly	10507	na
chrUn_Scaffold8637	unplaced-scaffold	na	na	AADN04008020.1	=	NT_469030.1	Primary Assembly	10503	na
chrUn_Scaffold8638	unplaced-scaffold	na	na	AADN04008021.1	=	NT_469031.1	Primary Assembly	10505	na
chrUn_Scaffold8639	unplaced-scaffold	na	na	AADN04008022.1	=	NT_469032.1	Primary Assembly	10504	na
chrUn_Scaffold8641	unplaced-scaffold	na	na	AADN04008024.1	=	NT_469033.1	Primary Assembly	10503	na
chrUn_Scaffold8642	unplaced-scaffold	na	na	AADN04008025.1	=	NT_469034.1	Primary Assembly	10500	na
chrUn_Scaffold8643	unplaced-scaffold	na	na	AADN04008026.1	=	NT_469035.1	Primary Assembly	10502	na
chrUn_Scaffold8647	unplaced-scaffold	na	na	AADN04008030.1	=	NT_469036.1	Primary Assembly	10499	na
chrUn_Scaffold8648	unplaced-scaffold	na	na	AADN04008031.1	=	NT_469037.1	Primary Assembly	10498	na
chrUn_Scaffold8649	unplaced-scaffold	na	na	AADN04008032.1	=	NT_469038.1	Primary Assembly	10497	na
chrUn_Scaffold8650	unplaced-scaffold	na	na	AADN04008033.1	=	NT_469039.1	Primary Assembly	10495	na
chrUn_Scaffold8651	unplaced-scaffold	na	na	AADN04008034.1	=	NT_469040.1	Primary Assembly	10493	na
chrUn_Scaffold8653	unplaced-scaffold	na	na	AADN04008036.1	=	NT_469041.1	Primary Assembly	10487	na
chrUn_Scaffold8654	unplaced-scaffold	na	na	AADN04008037.1	=	NT_469042.1	Primary Assembly	10492	na
chrUn_Scaffold8655	unplaced-scaffold	na	na	AADN04008038.1	=	NT_469043.1	Primary Assembly	10489	na
chrUn_Scaffold8658	unplaced-scaffold	na	na	AADN04008041.1	=	NT_469044.1	Primary Assembly	10485	na
chrUn_Scaffold8659	unplaced-scaffold	na	na	AADN04008042.1	=	NT_469045.1	Primary Assembly	10484	na
chrUn_Scaffold8661	unplaced-scaffold	na	na	AADN04008044.1	=	NT_469046.1	Primary Assembly	10487	na
chrUn_Scaffold8662	unplaced-scaffold	na	na	AADN04008045.1	=	NT_469047.1	Primary Assembly	10485	na
chrUn_Scaffold8663	unplaced-scaffold	na	na	AADN04008046.1	=	NT_469048.1	Primary Assembly	10482	na
chrUn_Scaffold8664	unplaced-scaffold	na	na	AADN04008047.1	=	NT_469049.1	Primary Assembly	10484	na
chrUn_Scaffold8665	unplaced-scaffold	na	na	AADN04008048.1	=	NT_469050.1	Primary Assembly	10479	na
chrUn_Scaffold8666	unplaced-scaffold	na	na	AADN04008049.1	=	NT_469051.1	Primary Assembly	10476	na
chrUn_Scaffold8667	unplaced-scaffold	na	na	AADN04008050.1	=	NT_469052.1	Primary Assembly	10478	na
chrUn_Scaffold8669	unplaced-scaffold	na	na	AADN04008052.1	=	NT_469053.1	Primary Assembly	10476	na
chrUn_Scaffold8670	unplaced-scaffold	na	na	AADN04008053.1	=	NT_469054.1	Primary Assembly	10472	na
chrUn_Scaffold8671	unplaced-scaffold	na	na	AADN04008054.1	=	NT_469055.1	Primary Assembly	10467	na
chrUn_Scaffold8673	unplaced-scaffold	na	na	AADN04008056.1	=	NT_469056.1	Primary Assembly	10471	na
chrUn_Scaffold8674	unplaced-scaffold	na	na	AADN04008057.1	=	NT_469057.1	Primary Assembly	10468	na
chrUn_Scaffold8675	unplaced-scaffold	na	na	AADN04008058.1	=	NT_469058.1	Primary Assembly	10471	na
chrUn_Scaffold8676	unplaced-scaffold	na	na	AADN04008059.1	=	NT_469059.1	Primary Assembly	10467	na
chrUn_Scaffold8679	unplaced-scaffold	na	na	AADN04008062.1	=	NT_469060.1	Primary Assembly	10460	na
chrUn_Scaffold8680	unplaced-scaffold	na	na	AADN04008063.1	=	NT_469061.1	Primary Assembly	10465	na
chrUn_Scaffold8681	unplaced-scaffold	na	na	AADN04008064.1	=	NT_469062.1	Primary Assembly	10464	na
chrUn_Scaffold8682	unplaced-scaffold	na	na	AADN04008065.1	=	NT_469063.1	Primary Assembly	10463	na
chrUn_Scaffold8683	unplaced-scaffold	na	na	AADN04008066.1	=	NT_469064.1	Primary Assembly	10462	na
chrUn_Scaffold8684	unplaced-scaffold	na	na	AADN04008067.1	=	NT_469065.1	Primary Assembly	10463	na
chrUn_Scaffold8686	unplaced-scaffold	na	na	AADN04008069.1	=	NT_469066.1	Primary Assembly	10461	na
chrUn_Scaffold8688	unplaced-scaffold	na	na	AADN04008071.1	=	NT_469067.1	Primary Assembly	10460	na
chrUn_Scaffold8690	unplaced-scaffold	na	na	AADN04008073.1	=	NT_469068.1	Primary Assembly	10463	na
chrUn_Scaffold8691	unplaced-scaffold	na	na	AADN04008074.1	=	NT_469069.1	Primary Assembly	10460	na
chrUn_Scaffold8693	unplaced-scaffold	na	na	AADN04008077.1	=	NT_469070.1	Primary Assembly	10458	na
chrUn_Scaffold8694	unplaced-scaffold	na	na	AADN04008078.1	=	NT_469071.1	Primary Assembly	10452	na
chrUn_Scaffold8695	unplaced-scaffold	na	na	AADN04008079.1	=	NT_469072.1	Primary Assembly	10453	na
chrUn_Scaffold8696	unplaced-scaffold	na	na	AADN04008080.1	=	NT_469073.1	Primary Assembly	10459	na
chrUn_Scaffold8697	unplaced-scaffold	na	na	AADN04008081.1	=	NT_469074.1	Primary Assembly	10451	na
chrUn_Scaffold8698	unplaced-scaffold	na	na	AADN04008082.1	=	NT_469075.1	Primary Assembly	10451	na
chrUn_Scaffold8700	unplaced-scaffold	na	na	AADN04008084.1	=	NT_469076.1	Primary Assembly	10438	na
chrUn_Scaffold8701	unplaced-scaffold	na	na	AADN04008085.1	=	NT_469077.1	Primary Assembly	10447	na
chrUn_Scaffold8702	unplaced-scaffold	na	na	AADN04008086.1	=	NT_469078.1	Primary Assembly	10448	na
chrUn_Scaffold8703	unplaced-scaffold	na	na	AADN04008087.1	=	NT_469079.1	Primary Assembly	10448	na
chrUn_Scaffold8704	unplaced-scaffold	na	na	AADN04008088.1	=	NT_469080.1	Primary Assembly	10444	na
chrUn_Scaffold8705	unplaced-scaffold	na	na	AADN04008089.1	=	NT_469081.1	Primary Assembly	10443	na
chrUn_Scaffold8706	unplaced-scaffold	na	na	AADN04008090.1	=	NT_469082.1	Primary Assembly	10441	na
chrUn_Scaffold8708	unplaced-scaffold	na	na	AADN04008092.1	=	NT_469083.1	Primary Assembly	10440	na
chrUn_Scaffold8713	unplaced-scaffold	na	na	AADN04008096.1	=	NT_469084.1	Primary Assembly	10434	na
chrUn_Scaffold8714	unplaced-scaffold	na	na	AADN04008097.1	=	NT_469085.1	Primary Assembly	10424	na
chrUn_Scaffold8715	unplaced-scaffold	na	na	AADN04008098.1	=	NT_469086.1	Primary Assembly	10432	na
chrUn_Scaffold8717	unplaced-scaffold	na	na	AADN04008101.1	=	NT_469087.1	Primary Assembly	10431	na
chrUn_Scaffold8719	unplaced-scaffold	na	na	AADN04008102.1	=	NT_469088.1	Primary Assembly	10430	na
chrUn_Scaffold8720	unplaced-scaffold	na	na	AADN04008103.1	=	NT_469089.1	Primary Assembly	10430	na
chrUn_Scaffold8721	unplaced-scaffold	na	na	AADN04008104.1	=	NT_469090.1	Primary Assembly	10426	na
chrUn_Scaffold8724	unplaced-scaffold	na	na	AADN04008107.1	=	NT_469091.1	Primary Assembly	10426	na
chrUn_Scaffold8726	unplaced-scaffold	na	na	AADN04008109.1	=	NT_469092.1	Primary Assembly	10427	na
chrUn_Scaffold8729	unplaced-scaffold	na	na	AADN04008111.1	=	NT_469093.1	Primary Assembly	10404	na
chrUn_Scaffold8730	unplaced-scaffold	na	na	AADN04008112.1	=	NT_469094.1	Primary Assembly	10417	na
chrUn_Scaffold8733	unplaced-scaffold	na	na	AADN04008115.1	=	NT_469095.1	Primary Assembly	10414	na
chrUn_Scaffold8734	unplaced-scaffold	na	na	AADN04008116.1	=	NT_469096.1	Primary Assembly	10413	na
chrUn_Scaffold8735	unplaced-scaffold	na	na	AADN04008117.1	=	NT_469097.1	Primary Assembly	10413	na
chrUn_Scaffold8736	unplaced-scaffold	na	na	AADN04008118.1	=	NT_469098.1	Primary Assembly	10415	na
chrUn_Scaffold8738	unplaced-scaffold	na	na	AADN04008120.1	=	NT_469099.1	Primary Assembly	10413	na
chrUn_Scaffold8741	unplaced-scaffold	na	na	AADN04008121.1	=	NT_469100.1	Primary Assembly	10409	na
chrUn_Scaffold8742	unplaced-scaffold	na	na	AADN04008122.1	=	NT_469101.1	Primary Assembly	10463	na
chrUn_Scaffold8743	unplaced-scaffold	na	na	AADN04008123.1	=	NT_469102.1	Primary Assembly	10421	na
chrUn_Scaffold8744	unplaced-scaffold	na	na	AADN04008124.1	=	NT_469103.1	Primary Assembly	10404	na
chrUn_Scaffold8745	unplaced-scaffold	na	na	AADN04008125.1	=	NT_469104.1	Primary Assembly	10405	na
chrUn_Scaffold8746	unplaced-scaffold	na	na	AADN04008126.1	=	NT_469105.1	Primary Assembly	10404	na
chrUn_Scaffold8751	unplaced-scaffold	na	na	AADN04008130.1	=	NT_469106.1	Primary Assembly	10397	na
chrUn_Scaffold8753	unplaced-scaffold	na	na	AADN04008131.1	=	NT_469107.1	Primary Assembly	10395	na
chrUn_Scaffold8755	unplaced-scaffold	na	na	AADN04008133.1	=	NT_469108.1	Primary Assembly	10394	na
chrUn_Scaffold8757	unplaced-scaffold	na	na	AADN04008135.1	=	NT_469109.1	Primary Assembly	10388	na
chrUn_Scaffold8758	unplaced-scaffold	na	na	AADN04008136.1	=	NT_469110.1	Primary Assembly	10390	na
chrUn_Scaffold8759	unplaced-scaffold	na	na	AADN04008137.1	=	NT_469111.1	Primary Assembly	10390	na
chrUn_Scaffold8760	unplaced-scaffold	na	na	AADN04008138.1	=	NT_469112.1	Primary Assembly	10390	na
chrUn_Scaffold8762	unplaced-scaffold	na	na	AADN04008140.1	=	NT_469113.1	Primary Assembly	10390	na
chrUn_Scaffold8763	unplaced-scaffold	na	na	AADN04008141.1	=	NT_469114.1	Primary Assembly	10388	na
chrUn_Scaffold8765	unplaced-scaffold	na	na	AADN04008142.1	=	NT_469115.1	Primary Assembly	10387	na
chrUn_Scaffold8766	unplaced-scaffold	na	na	AADN04008143.1	=	NT_469116.1	Primary Assembly	10389	na
chrUn_Scaffold8767	unplaced-scaffold	na	na	AADN04008144.1	=	NT_469117.1	Primary Assembly	10394	na
chrUn_Scaffold8768	unplaced-scaffold	na	na	AADN04008145.1	=	NT_469118.1	Primary Assembly	10385	na
chrUn_Scaffold8770	unplaced-scaffold	na	na	AADN04008147.1	=	NT_469119.1	Primary Assembly	10381	na
chrUn_Scaffold8771	unplaced-scaffold	na	na	AADN04008148.1	=	NT_469120.1	Primary Assembly	10380	na
chrUn_Scaffold8773	unplaced-scaffold	na	na	AADN04008150.1	=	NT_469121.1	Primary Assembly	10377	na
chrUn_Scaffold8776	unplaced-scaffold	na	na	AADN04008153.1	=	NT_469122.1	Primary Assembly	10375	na
chrUn_Scaffold8777	unplaced-scaffold	na	na	AADN04008154.1	=	NT_469123.1	Primary Assembly	10384	na
chrUn_Scaffold8779	unplaced-scaffold	na	na	AADN04008156.1	=	NT_469124.1	Primary Assembly	10373	na
chrUn_Scaffold8781	unplaced-scaffold	na	na	AADN04008158.1	=	NT_469125.1	Primary Assembly	10372	na
chrUn_Scaffold8782	unplaced-scaffold	na	na	AADN04008159.1	=	NT_469126.1	Primary Assembly	10369	na
chrUn_Scaffold8783	unplaced-scaffold	na	na	AADN04008160.1	=	NT_469127.1	Primary Assembly	10365	na
chrUn_Scaffold8784	unplaced-scaffold	na	na	AADN04008161.1	=	NT_469128.1	Primary Assembly	10371	na
chrUn_Scaffold8785	unplaced-scaffold	na	na	AADN04008162.1	=	NT_469129.1	Primary Assembly	10370	na
chrUn_Scaffold8786	unplaced-scaffold	na	na	AADN04008163.1	=	NT_469130.1	Primary Assembly	10377	na
chrUn_Scaffold8787	unplaced-scaffold	na	na	AADN04008164.1	=	NT_469131.1	Primary Assembly	10367	na
